,filename,cell_type,xmin,xmax,ymin,ymax
74,image1093angle0.txt,1,0.485156,0.809375,0.148438,0.38125
75,image1093angle180.txt,1,0.342969,0.792188,0.0953125,0.3375
76,image1094angle180.txt,4,0.736719,0.828125,0.526563,0.34375
77,image1096angle0.txt,8,0.10625,0.803125,0.2125,0.153125
78,image110.txt,8,0.672656,0.880469,0.335938,0.235938
79,image1100.txt,4,0.2875,0.839844,0.575,0.314063
80,image1100angle0.txt,4,0.883594,0.860937,0.232812,0.271875
81,image1100angle180.txt,4,0.129688,0.836719,0.259375,0.314063
82,image1101angle180.txt,7,0.680469,0.828125,0.639063,0.33125
83,image1101angle270.txt,0,0.814062,0.896875,0.29375,0.20625
84,image1102angle180.txt,8,0.371094,0.725781,0.104687,0.132812
85,image1103.txt,8,0.867969,0.902344,0.245312,0.192188
86,image1103angle180.txt,4,0.617188,0.851562,0.73125,0.296875
87,image1103angle90.txt,4,0.232812,0.83125,0.465625,0.3375
88,image1104angle0.txt,4,0.353125,0.829687,0.70625,0.340625
89,image1107.txt,1,0.770312,0.8125,0.453125,0.36875
90,image1107angle0.txt,4,0.278906,0.85625,0.557813,0.2875
91,image1107angle270.txt,4,0.617188,0.860937,0.759375,0.278125
92,image1108.txt,8,0.125781,0.825781,0.185937,0.332812
93,image1109.txt,4,0.2375,0.866406,0.475,0.267188
94,image1110angle180.txt,8,0.913281,0.776563,0.173438,0.446875
95,image1112.txt,4,0.736719,0.857813,0.526563,0.284375
96,image1112angle180.txt,0,0.735156,0.930469,0.185937,0.139062
97,image1115angle0.txt,8,0.103125,0.925,0.203125,0.15
98,image1117angle0.txt,4,0.302344,0.827344,0.604688,0.335938
99,image1117angle180.txt,4,0.384375,0.85625,0.76875,0.2875
100,image1119angle0.txt,4,0.133594,0.836719,0.257812,0.323438
101,image1119angle180.txt,4,0.671875,0.91875,0.65625,0.1625
102,image111angle0.txt,4,0.379687,0.73125,0.759375,0.19375
103,image1120angle270.txt,1,0.533594,0.860937,0.179688,0.278125
104,image1120angle90.txt,4,0.734375,0.857813,0.53125,0.284375
105,image1121.txt,4,0.396094,0.835938,0.792188,0.328125
106,image1122angle270.txt,0,0.191406,0.917188,0.189063,0.165625
107,image1123.txt,4,0.482812,0.735937,0.190625,0.221875
108,image1123angle270.txt,8,0.773438,0.867188,0.353125,0.253125
109,image1126.txt,8,0.828906,0.917188,0.160938,0.165625
110,image1127.txt,4,0.472656,0.920313,0.945312,0.159375
111,image1127angle0.txt,4,0.279687,0.859375,0.559375,0.24375
112,image1128.txt,4,0.382812,0.841406,0.765625,0.289062
113,image1130angle270.txt,4,0.589844,0.878125,0.467187,0.24375
114,image1131angle0.txt,7,0.282813,0.758594,0.546875,0.214062
115,image1133angle90.txt,6,0.577344,0.828125,0.254687,0.2
116,image1134angle0.txt,8,0.103125,0.925,0.203125,0.15
117,image1136angle90.txt,1,0.323438,0.797656,0.328125,0.398438
118,image1138angle90.txt,4,0.934375,0.857813,0.13125,0.253125
119,image1139angle0.txt,4,0.355469,0.833594,0.710938,0.332812
120,image113angle0.txt,4,0.320312,0.880469,0.640625,0.239063
121,image1140angle0.txt,4,0.575781,0.9,0.310937,0.2
122,image1141angle90.txt,4,0.376563,0.853125,0.203125,0.246875
123,image1143angle90.txt,0,0.105469,0.773438,0.189063,0.196875
124,image1145.txt,8,0.507812,0.917188,0.265625,0.165625
125,image1147angle0.txt,4,0.172656,0.861719,0.329688,0.267188
126,image1148angle0.txt,4,0.661719,0.874219,0.676562,0.235938
127,image1148angle180.txt,8,0.0765625,0.914062,0.153125,0.165625
128,image1148angle90.txt,4,0.135156,0.86875,0.270312,0.2625
129,image1149angle270.txt,8,0.735937,0.794531,0.284375,0.410937
130,image1150angle270.txt,0,0.626562,0.322656,0.140625,0.189063
131,image1151angle270.txt,4,0.380469,0.839844,0.760938,0.195312
132,image1152angle180.txt,0,0.519531,0.828906,0.310937,0.235938
133,image1154angle180.txt,4,0.464063,0.88125,0.928125,0.2375
134,image1155angle180.txt,0,0.227344,0.854688,0.335938,0.290625
135,image1156angle180.txt,6,0.653125,0.869531,0.63125,0.210938
136,image1156angle270.txt,6,0.2875,0.823438,0.228125,0.19375
137,image1156angle90.txt,4,0.389062,0.814844,0.778125,0.370313
138,image1158angle0.txt,0,0.26875,0.867188,0.125,0.265625
139,image1158angle90.txt,1,0.599219,0.228906,0.326562,0.432813
140,image1159.txt,4,0.473437,0.884375,0.946875,0.23125
141,image1159angle180.txt,8,0.8375,0.774219,0.325,0.407813
142,image1160angle0.txt,4,0.378906,0.810938,0.757812,0.378125
143,image1160angle90.txt,4,0.521875,0.867188,0.94375,0.265625
144,image1162angle0.txt,4,0.46875,0.8625,0.9375,0.275
145,image1166angle0.txt,8,0.823438,0.779688,0.353125,0.440625
146,image1166angle180.txt,8,0.803125,0.761719,0.35625,0.476562
147,image1167angle270.txt,4,0.329688,0.821875,0.659375,0.35625
148,image1167angle90.txt,4,0.422656,0.8375,0.814062,0.325
149,image1169angle180.txt,8,0.102344,0.782812,0.201562,0.240625
150,image1169angle180.txt,8,0.245312,0.8125,0.203125,0.2875
151,image1169angle90.txt,1,0.765625,0.775781,0.453125,0.445312
152,image116angle180.txt,4,0.800781,0.8125,0.385938,0.36875
153,image1170angle90.txt,1,0.160938,0.242969,0.321875,0.439063
154,image1171.txt,8,0.610937,0.825781,0.30625,0.348437
155,image1171angle270.txt,0,0.771094,0.807813,0.157813,0.384375
156,image1173.txt,4,0.271094,0.885938,0.542188,0.221875
157,image1174angle0.txt,4,0.339844,0.878906,0.679688,0.242188
158,image1175.txt,8,0.892187,0.914062,0.215625,0.171875
159,image1176.txt,8,0.677344,0.794531,0.507812,0.410937
160,image1177angle270.txt,7,0.342969,0.739062,0.685938,0.215625
161,image1178angle0.txt,4,0.471875,0.85625,0.94375,0.2875
162,image1178angle90.txt,4,0.470313,0.828125,0.940625,0.34375
163,image117angle180.txt,4,0.470313,0.839844,0.940625,0.314063
164,image117angle90.txt,4,0.470313,0.819531,0.940625,0.348437
165,image1180angle270.txt,8,0.225,0.784375,0.325,0.43125
166,image1182angle180.txt,0,0.590625,0.84375,0.275,0.3125
167,image1182angle90.txt,0,0.078125,0.816406,0.1375,0.264062
168,image1183.txt,4,0.583594,0.891406,0.789062,0.217187
169,image1185angle270.txt,4,0.177344,0.81875,0.339063,0.3625
170,image1187angle0.txt,4,0.285937,0.829687,0.571875,0.340625
171,image1187angle270.txt,4,0.611719,0.878125,0.776563,0.24375
172,image1189angle0.txt,8,0.877344,0.714063,0.245312,0.296875
173,image118angle180.txt,7,0.466406,0.309375,0.932813,0.190625
174,image1190angle90.txt,0,0.495313,0.892969,0.209375,0.195312
175,image1191angle0.txt,6,0.373437,0.876562,0.296875,0.196875
176,image1194.txt,0,0.439844,0.821875,0.151562,0.253125
177,image1195angle270.txt,4,0.73125,0.875,0.334375,0.25
178,image1196angle0.txt,4,0.794531,0.820312,0.410937,0.259375
179,image1197.txt,8,0.825781,0.685156,0.0890625,0.110937
180,image1200angle0.txt,4,0.332031,0.826563,0.664062,0.346875
181,image1200angle270.txt,4,0.38125,0.909375,0.7625,0.18125
182,image1203angle180.txt,4,0.24375,0.864062,0.4875,0.265625
183,image1204angle180.txt,4,0.335938,0.88125,0.615625,0.2375
184,image1206angle90.txt,4,0.284375,0.877344,0.56875,0.245312
185,image1207angle180.txt,4,0.463281,0.826563,0.926562,0.340625
186,image1208.txt,4,0.869531,0.836719,0.260938,0.323438
187,image1210angle0.txt,4,0.29375,0.767969,0.5875,0.148438
188,image1210angle180.txt,4,0.215625,0.832812,0.43125,0.171875
189,image1211angle180.txt,4,0.122656,0.836719,0.242188,0.310937
190,image1212angle0.txt,4,0.526563,0.885938,0.928125,0.228125
191,image1212angle90.txt,4,0.325,0.825,0.65,0.35
192,image1213angle180.txt,4,0.470313,0.828906,0.940625,0.329688
193,image1213angle90.txt,4,0.621094,0.823438,0.757812,0.353125
194,image1214angle90.txt,4,0.878906,0.854688,0.242188,0.284375
195,image1216angle0.txt,4,0.482812,0.86875,0.95625,0.2625
196,image1217angle270.txt,8,0.185156,0.784375,0.332812,0.43125
197,image1217angle270.txt,8,0.524219,0.700781,0.0859375,0.110937
198,image1217angle90.txt,8,0.5875,0.779688,0.29375,0.440625
199,image1217angle90.txt,8,0.255469,0.70625,0.0859375,0.11875
200,image1223angle180.txt,4,0.127344,0.889844,0.254687,0.220313
201,image1223angle90.txt,4,0.569531,0.829687,0.860937,0.340625
202,image1225.txt,0,0.517187,0.914844,0.140625,0.170312
203,image1225.txt,4,0.228906,0.853125,0.439063,0.290625
204,image1226angle0.txt,1,0.646875,0.204688,0.28125,0.378125
205,image1226angle0.txt,8,0.907812,0.80625,0.184375,0.3875
206,image1226angle180.txt,8,0.522656,0.78125,0.260938,0.4375
207,image1228angle0.txt,8,0.548437,0.584375,0.059375,0.13125
208,image1229angle270.txt,4,0.4375,0.882812,0.875,0.234375
209,image1230angle90.txt,4,0.234375,0.782812,0.425,0.409375
210,image1238angle0.txt,8,0.844531,0.757812,0.301562,0.234375
211,image1239angle90.txt,0,0.823438,0.817969,0.315625,0.285937
212,image123angle180.txt,8,0.20625,0.566406,0.053125,0.104687
213,image1240angle0.txt,4,0.10625,0.896094,0.2125,0.207813
214,image1240angle180.txt,4,0.880469,0.874219,0.239063,0.229687
215,image1240angle270.txt,4,0.471094,0.826563,0.942187,0.334375
216,image1243angle180.txt,4,0.342969,0.861719,0.685938,0.276563
217,image1243angle90.txt,0,0.265625,0.807813,0.10625,0.190625
218,image1244angle0.txt,0,0.792188,0.210938,0.359375,0.403125
219,image124angle180.txt,4,0.723437,0.815625,0.553125,0.3625
220,image124angle270.txt,4,0.467187,0.838281,0.934375,0.323438
221,image1251angle90.txt,8,0.948438,0.957812,0.103125,0.084375
222,image1252angle180.txt,4,0.157813,0.857813,0.309375,0.284375
223,image1252angle90.txt,4,0.632812,0.923437,0.73125,0.153125
224,image1258angle180.txt,4,0.298438,0.824219,0.596875,0.320312
225,image1258angle90.txt,4,0.367969,0.914062,0.679688,0.171875
226,image1259angle0.txt,8,0.7,0.76875,0.6,0.38125
227,image1259angle270.txt,4,0.354688,0.840625,0.709375,0.3125
228,image1260angle180.txt,4,0.348437,0.730469,0.696875,0.273438
229,image1260angle90.txt,8,0.0796875,0.769531,0.153125,0.460938
230,image1265angle0.txt,8,0.346875,0.628906,0.08125,0.0828125
231,image1265angle180.txt,8,0.829687,0.81875,0.340625,0.2875
232,image1266angle0.txt,4,0.471094,0.857813,0.942187,0.284375
233,image1266angle270.txt,4,0.324219,0.767969,0.489062,0.248437
234,image1266angle90.txt,4,0.351562,0.826563,0.703125,0.346875
235,image1267angle270.txt,4,0.890625,0.853125,0.21875,0.29375
236,image1268angle0.txt,8,0.21875,0.713281,0.26875,0.173438
237,image1268angle270.txt,4,0.34375,0.864062,0.6875,0.271875
238,image1270angle0.txt,4,0.472656,0.876562,0.945312,0.246875
239,image1270angle180.txt,4,0.483594,0.885156,0.904688,0.229687
240,image1270angle90.txt,4,0.247656,0.838281,0.492188,0.317187
241,image1271angle180.txt,7,0.152344,0.923437,0.301562,0.146875
242,image1271angle270.txt,8,0.469531,0.788281,0.148438,0.385938
243,image1271angle90.txt,8,0.885156,0.871875,0.229687,0.246875
244,image1273.txt,0,0.228906,0.172656,0.398438,0.345313
245,image1274angle270.txt,0,0.439844,0.817187,0.117188,0.365625
246,image1274angle90.txt,1,0.128125,0.76875,0.246875,0.2875
247,image1278angle180.txt,4,0.396875,0.833594,0.79375,0.332812
248,image1278angle270.txt,4,0.430469,0.839063,0.732813,0.284375
249,image1278angle90.txt,4,0.465625,0.8375,0.93125,0.325
250,image1279angle180.txt,0,0.0492188,0.827344,0.0953125,0.160938
251,image127angle180.txt,7,0.875,0.9125,0.25,0.175
252,image1281angle0.txt,6,0.624219,0.861719,0.160938,0.145313
253,image1283.txt,4,0.833594,0.816406,0.332812,0.348437
254,image1284angle270.txt,4,0.165625,0.0929687,0.31875,0.182812
255,image1285angle180.txt,8,0.101562,0.826563,0.196875,0.334375
256,image1287angle90.txt,7,0.690625,0.640625,0.5625,0.1
257,image1288angle0.txt,0,0.191406,0.879687,0.304688,0.203125
258,image1289angle180.txt,4,0.435937,0.775781,0.871875,0.282813
259,image1289angle270.txt,4,0.946875,0.860156,0.10625,0.276563
260,image1289angle270.txt,4,0.25,0.934375,0.5,0.13125
261,image128angle90.txt,4,0.739062,0.834375,0.521875,0.31875
262,image1290.txt,4,0.327344,0.859375,0.501562,0.28125
263,image1290angle0.txt,1,0.360938,0.782812,0.384375,0.434375
264,image1290angle180.txt,1,0.826563,0.76875,0.334375,0.425
265,image1291angle0.txt,4,0.885938,0.825,0.228125,0.334375
266,image1292angle0.txt,8,0.636719,0.789062,0.239063,0.178125
267,image1293angle270.txt,8,0.7375,0.834375,0.2625,0.31875
268,image1293angle270.txt,8,0.535937,0.565625,0.103125,0.1375
269,image1293angle90.txt,8,0.361719,0.6375,0.0734375,0.08125
270,image1293angle90.txt,8,0.675,0.784375,0.31875,0.43125
271,image1293angle90.txt,8,0.167187,0.871094,0.259375,0.257812
272,image1295angle90.txt,4,0.365625,0.904688,0.73125,0.190625
273,image1296angle0.txt,4,0.479688,0.807031,0.953125,0.335938
274,image1296angle90.txt,8,0.885938,0.895312,0.228125,0.20625
275,image1297.txt,8,0.739844,0.779688,0.457812,0.440625
276,image1297angle0.txt,1,0.178906,0.810156,0.339063,0.307813
277,image1298angle90.txt,1,0.269531,0.664844,0.279687,0.560938
278,image13.txt,4,0.859375,0.892969,0.28125,0.214062
279,image1302angle270.txt,7,0.417969,0.675781,0.320312,0.0796875
280,image1302angle270.txt,8,0.845312,0.782031,0.309375,0.432813
281,image1305.txt,4,0.330469,0.8875,0.492188,0.225
282,image1305angle90.txt,8,0.296094,0.771875,0.417188,0.43125
283,image1308angle180.txt,4,0.2125,0.857031,0.425,0.285937
284,image1309angle180.txt,4,0.4375,0.885938,0.875,0.228125
285,image1309angle270.txt,4,0.378125,0.83125,0.75625,0.3375
286,image1309angle90.txt,8,0.182031,0.724219,0.342187,0.279687
287,image130angle270.txt,4,0.41875,0.83125,0.83125,0.3375
288,image1310angle0.txt,8,0.840625,0.728125,0.31875,0.409375
289,image1311.txt,1,0.85625,0.770312,0.25625,0.253125
290,image1314angle180.txt,8,0.31875,0.669531,0.075,0.0890625
291,image1314angle180.txt,8,0.128906,0.889844,0.229687,0.220313
292,image1315angle180.txt,8,0.8125,0.847656,0.28125,0.214062
293,image1315angle90.txt,0,0.205469,0.759375,0.129688,0.19375
294,image1316angle270.txt,8,0.0382813,0.60625,0.0734375,0.20625
295,image1317angle180.txt,4,0.182812,0.878125,0.3625,0.24375
296,image1319.txt,8,0.621094,0.616406,0.107813,0.189063
297,image1319.txt,8,0.783594,0.878125,0.217187,0.24375
298,image1319.txt,8,0.236719,0.835156,0.245312,0.273438
299,image1319angle0.txt,4,0.517187,0.909375,0.28125,0.18125
300,image1319angle0.txt,0,0.242188,0.832812,0.128125,0.334375
301,image1319angle180.txt,0,0.816406,0.861719,0.335938,0.273438
302,image1319angle90.txt,4,0.935156,0.865625,0.129688,0.24375
303,image1322angle0.txt,4,0.339063,0.836719,0.678125,0.223438
304,image1325angle0.txt,8,0.308594,0.690625,0.120312,0.30625
305,image1325angle180.txt,8,0.625,0.938281,0.109375,0.120312
306,image1325angle90.txt,4,0.467969,0.923437,0.935938,0.153125
307,image1327.txt,4,0.794531,0.819531,0.379687,0.332812
308,image1327angle0.txt,8,0.621094,0.775,0.520312,0.45
309,image1327angle180.txt,7,0.482812,0.630469,0.2375,0.104687
310,image1330.txt,4,0.469531,0.871875,0.939062,0.25625
311,image1330angle90.txt,4,0.7375,0.871875,0.39375,0.25625
312,image1331angle270.txt,1,0.9125,0.847656,0.10625,0.229687
313,image1331angle90.txt,8,0.9125,0.870313,0.175,0.21875
314,image1332angle0.txt,7,0.734375,0.828906,0.53125,0.332812
315,image1334angle180.txt,7,0.470313,0.878906,0.940625,0.242188
316,image1336angle0.txt,4,0.671094,0.81875,0.657812,0.3625
317,image1336angle270.txt,4,0.522656,0.884375,0.882812,0.23125
318,image1336angle90.txt,4,0.294531,0.85625,0.589063,0.275
319,image1339angle0.txt,4,0.471094,0.857813,0.942187,0.284375
320,image1339angle270.txt,4,0.324219,0.767969,0.489062,0.248437
321,image1339angle90.txt,4,0.351562,0.826563,0.703125,0.346875
322,image133angle90.txt,4,0.876562,0.80625,0.246875,0.375
323,image1344angle0.txt,8,0.785937,0.703125,0.078125,0.10625
324,image1344angle180.txt,8,0.719531,0.577344,0.101562,0.139062
325,image1345angle0.txt,4,0.249219,0.828906,0.498437,0.335938
326,image1348angle0.txt,4,0.875,0.814062,0.25,0.2625
327,image1352angle180.txt,1,0.641406,0.840625,0.176563,0.31875
328,image1354angle0.txt,8,0.825,0.776563,0.35,0.440625
329,image1357angle0.txt,8,0.0796875,0.875781,0.159375,0.239063
330,image1357angle180.txt,8,0.635938,0.771875,0.153125,0.425
331,image1359angle180.txt,4,0.475781,0.824219,0.951563,0.351562
332,image1359angle90.txt,0,0.592188,0.864062,0.153125,0.265625
333,image135angle90.txt,4,0.635156,0.824219,0.692187,0.254687
334,image1365angle180.txt,0,0.530469,0.884375,0.257812,0.23125
335,image1368angle180.txt,4,0.273438,0.834375,0.546875,0.33125
336,image1369angle270.txt,7,0.163281,0.892187,0.310937,0.2125
337,image136angle270.txt,4,0.210156,0.914062,0.414062,0.171875
338,image1371angle270.txt,8,0.73125,0.784375,0.40625,0.43125
339,image1371angle90.txt,8,0.225,0.805469,0.33125,0.389062
340,image1374angle90.txt,8,0.630469,0.779688,0.448438,0.440625
341,image1375angle0.txt,8,0.347656,0.778906,0.185937,0.232812
342,image1381angle0.txt,4,0.816406,0.826563,0.348437,0.346875
343,image1381angle180.txt,4,0.191406,0.834375,0.373437,0.33125
344,image1383angle0.txt,8,0.641406,0.75,0.182812,0.1625
345,image1383angle270.txt,8,0.575781,0.924219,0.267188,0.151562
346,image1385angle0.txt,7,0.478906,0.667188,0.242188,0.05625
347,image1386angle0.txt,1,0.244531,0.7875,0.189063,0.41875
348,image1386angle180.txt,1,0.3875,0.772656,0.23125,0.454688
349,image1388angle90.txt,0,0.336719,0.836719,0.117188,0.317187
350,image1389angle270.txt,7,0.791406,0.786719,0.414062,0.423438
351,image1389angle90.txt,8,0.752344,0.760938,0.467187,0.446875
352,image1390angle0.txt,0,0.810938,0.871875,0.190625,0.25625
353,image1390angle180.txt,0,0.724219,0.759375,0.160938,0.26875
354,image1391angle0.txt,8,0.721094,0.786719,0.323438,0.426562
355,image1392angle180.txt,8,0.574219,0.870313,0.139062,0.2125
356,image1393angle0.txt,1,0.134375,0.822656,0.259375,0.314063
357,image1393angle180.txt,4,0.240625,0.378125,0.475,0.31875
358,image1396angle0.txt,4,0.351562,0.832812,0.703125,0.334375
359,image1399angle180.txt,4,0.283594,0.333594,0.567187,0.304688
360,image13angle0.txt,0,0.672656,0.910937,0.220313,0.178125
361,image13angle0.txt,0,0.113281,0.735156,0.201562,0.232812
362,image13angle180.txt,0,0.667188,0.83125,0.36875,0.33125
363,image13angle180.txt,0,0.161719,0.819531,0.179688,0.295312
364,image13angle270.txt,0,0.328906,0.923437,0.145313,0.153125
365,image13angle270.txt,0,0.782031,0.885938,0.342187,0.228125
366,image1401angle270.txt,8,0.777344,0.80625,0.342187,0.225
367,image1402angle180.txt,6,0.327344,0.774219,0.632812,0.298438
368,image1403angle180.txt,0,0.0789063,0.839063,0.142188,0.265625
369,image1405angle0.txt,8,0.795313,0.782031,0.384375,0.435937
370,image1406angle0.txt,0,0.366406,0.86875,0.210938,0.2625
371,image1408angle270.txt,8,0.440625,0.704687,0.21875,0.315625
372,image1408angle270.txt,1,0.186719,0.828125,0.364062,0.31875
373,image1408angle90.txt,1,0.825781,0.774219,0.348437,0.417188
374,image1408angle90.txt,8,0.740625,0.771094,0.2875,0.451562
375,image1409angle180.txt,4,0.385938,0.715625,0.771875,0.23125
376,image140angle270.txt,7,0.884375,0.911719,0.23125,0.173438
377,image1412angle180.txt,8,0.840625,0.721875,0.31875,0.375
378,image1413angle270.txt,8,0.777344,0.80625,0.342187,0.225
379,image1415angle270.txt,6,0.183594,0.89375,0.154687,0.20625
380,image1419angle90.txt,8,0.3375,0.582812,0.090625,0.15625
381,image1421angle90.txt,4,0.171875,0.839063,0.33125,0.303125
382,image143.txt,4,0.835938,0.829687,0.328125,0.340625
383,image1434angle270.txt,4,0.133594,0.833594,0.264062,0.295312
384,image1435angle180.txt,8,0.071875,0.907812,0.140625,0.178125
385,image1436angle180.txt,4,0.665625,0.864062,0.66875,0.2625
386,image1436angle270.txt,4,0.175,0.855469,0.334375,0.285937
387,image1437angle180.txt,4,0.317969,0.877344,0.635938,0.245312
388,image1439angle270.txt,8,0.261719,0.871094,0.229687,0.245312
389,image1439angle90.txt,8,0.883594,0.901563,0.179688,0.196875
390,image1439angle90.txt,8,0.685156,0.653125,0.0671875,0.06875
391,image144.txt,4,0.173438,0.915625,0.346875,0.1625
392,image144.txt,4,0.630469,0.886719,0.670313,0.195312
393,image1441angle0.txt,8,0.152344,0.589063,0.123438,0.175
394,image1442angle0.txt,8,0.827344,0.88125,0.326562,0.225
395,image1445angle180.txt,0,0.789062,0.880469,0.228125,0.239063
396,image1446angle0.txt,8,0.626562,0.742969,0.1375,0.154687
397,image1446angle0.txt,8,0.338281,0.603125,0.0953125,0.14375
398,image1446angle180.txt,8,0.227344,0.692187,0.0953125,0.103125
399,image1449angle270.txt,8,0.460938,0.871094,0.221875,0.245312
400,image1449angle270.txt,8,0.935156,0.857031,0.129688,0.279687
401,image144angle270.txt,7,0.191406,0.671875,0.370313,0.13125
402,image1451angle90.txt,8,0.885156,0.90625,0.214062,0.1875
403,image1454angle180.txt,1,0.744531,0.214844,0.164062,0.404687
404,image1457angle90.txt,0,0.336719,0.836719,0.117188,0.317187
405,image1459angle180.txt,7,0.105469,0.0835937,0.198437,0.167187
406,image1460angle180.txt,4,0.575,0.914062,0.8125,0.171875
407,image1461angle0.txt,8,0.133594,0.885938,0.267188,0.228125
408,image1462angle180.txt,0,0.725,0.863281,0.35,0.273438
409,image1462angle270.txt,0,0.139062,0.817187,0.115625,0.365625
410,image1466angle180.txt,4,0.164844,0.835156,0.314063,0.254687
411,image1466angle90.txt,8,0.383594,0.853906,0.114063,0.260938
412,image1467angle180.txt,8,0.835156,0.909375,0.292188,0.18125
413,image146angle180.txt,4,0.180469,0.834375,0.348437,0.31875
414,image1474angle180.txt,0,0.814062,0.839844,0.146875,0.179688
415,image1476angle0.txt,4,0.217187,0.932813,0.421875,0.134375
416,image1477angle270.txt,1,0.899219,0.765625,0.110937,0.41875
