,id,lng,lat,max_vis,avg_daily_view,3cluster,height,closest_dist,closest_lat,closest_lng,closest_id_list
36,49291,-9.204441000000001,38.710662,71,43.0,1,116.54859161376949,0.00011294689017607008,38.710556,-9.20448,[49291]
37,29945,-7.354813,40.783429999999996,145,44.0,0,840.7267456054688,0.032416923512263864,40.758661,-7.3339,[29945]
38,5292,-8.429831,40.268714,69,44.0,0,54.88013458251953,4.4777226354447245e-05,40.268692,-8.42987,[5292]
39,20805,-7.88271,40.655335,69,44.0,0,504.9911499023438,3.162277659767796e-06,40.655332,-7.8827110000000005,[20805]
40,30412,-8.655484,41.200373,69,44.0,0,70.23770904541016,2.6248809497403222e-05,41.200398,-8.655476,[30412]
41,26705,-8.381993,41.304893,69,45.0,0,322.5004577636719,1.456021977791222e-05,41.304897,-8.381979,[26705]
42,5180,-8.393765,40.246221999999996,69,45.0,0,83.46491241455078,0.012127094664428984,40.240930999999996,-8.404677000000001,[5180]
43,28435,-8.465077,41.059915000000004,69,45.0,0,99.45329284667969,1.4142135663389928e-06,41.059914,-8.465076,[28435]
44,22184,-8.630125999999999,40.993829999999996,69,45.0,0,36.17089080810547,2.2022715553906773e-05,40.993852000000004,-8.630125,[22184]
45,49309,-8.563193,41.262958000000005,88,46.0,0,100.8615951538086,0.002126434809721715,41.264633,-8.564503,[49309]
46,21613,-9.217723,38.758998999999996,69,46.0,1,90.39000701904295,4.1231056272710545e-06,38.759,-9.217727,[21613]
47,27644,-8.462147,41.007643,69,48.0,0,216.3593597412109,0.0007326834241313154,41.008311,-8.462448,[27644 27643]
48,26642,-8.368324000000001,41.052162,69,48.0,0,32.64788436889648,0.00043072497025260396,41.052294,-8.368734,[26642]
49,1822,-9.146721000000001,38.687737,69,48.0,1,0.9907891750335692,0.00012503199590801228,38.6878,-9.146613,[1822]
50,5222,-8.421954,40.180012,69,48.0,0,28.18979644775391,2.0000000020559128e-06,40.180014,-8.421954,[5222]
51,22382,-8.454255999999999,41.071585999999996,69,48.0,0,79.42057037353516,9.34344690114748e-05,41.071577000000005,-8.454163000000001,[22382 22383]
52,29880,-8.50182,40.514612,145,48.0,0,31.79684448242188,0.004665705198576893,40.519246,-8.501277,[29880]
53,5233,-8.452552,40.281902,69,49.0,0,91.64788818359376,0.00015259095648011855,40.281929999999996,-8.452402000000001,[5233]
54,29924,-7.825597,40.351855,145,49.0,0,572.3992309570312,0.027956786260226473,40.350702000000005,-7.85353,[29924]
55,26592,-8.364446000000001,41.050999,69,49.0,0,49.1263427734375,7.280109891640124e-06,41.050996999999995,-8.364438999999999,[26592]
56,31474,-9.102085,38.609508,69,50.0,1,27.25995826721191,2.416609194806782e-05,38.609518,-9.102107,[31474 31475]
57,26074,-8.479952,40.837707,69,51.0,0,198.5478820800781,2.2360679766207264e-06,40.837708,-8.47995,[26074]
58,26591,-8.368734,41.052294,69,51.0,0,29.52729606628418,8.544003742041797e-06,41.052296999999996,-8.368742,[26591]
59,26589,-8.24351,41.158512,69,51.0,0,264.42044067382807,9.433981131963066e-06,41.158504,-8.243514999999999,[26589]
60,31475,-9.102085,38.609508,69,51.0,1,27.25995826721191,2.416609194806782e-05,38.609518,-9.102107,[31474 31475]
61,22754,-8.400497,41.065089,69,51.0,0,29.15860557556152,7.280109886028093e-06,41.065082000000004,-8.400495,[22754]
62,6285,-8.848600999999999,40.148077,69,51.0,0,3.267187356948853,0.0004232493354998102,40.147899,-8.848985,[6285]
63,1116,-7.9661919999999995,37.021335,69,51.0,2,7.234175205230713,1.41421356068666e-06,37.021334,-7.966193,[1116]
64,20804,-7.8827110000000005,40.655332,69,52.0,0,504.9752197265625,3.162277659767796e-06,40.655335,-7.88271,[20804]
65,27655,-8.511581,40.929228,69,52.0,0,222.8454284667969,0.00019321490625723317,40.929312,-8.511407,[27655 27656]
66,30414,-8.655557,41.200145,69,52.0,0,70.97483825683594,2.3769728647034825e-05,41.200168,-8.655550999999999,[30414]
67,26718,-8.368138,41.309881,69,52.0,0,315.1690063476562,6.999999996537554e-06,41.309874,-8.368138,[26718]
68,19328,-8.488782,40.9142,69,53.0,0,267.9215698242188,0.0016481031521140012,40.912938,-8.489842,[19328]
69,3881,-9.398449000000001,38.7411,69,53.0,1,129.62434387207028,0.0003830509104539886,38.741038,-9.398827,[3881 3882]
70,26073,-8.47995,40.837708,69,54.0,0,198.5553741455078,2.2360679766207264e-06,40.837707,-8.479952,[26073]
71,31709,-8.673699000000001,41.179156,69,55.0,0,39.98750305175781,6.324555318973859e-06,41.17915,-8.673701,[31709]
72,20800,-7.8886449999999995,40.652648,69,56.0,0,502.1995849609375,0.00044547727214849645,40.652584999999995,-7.888203999999999,[20800]
73,5435,-8.432857,40.214564,69,56.0,0,35.07521438598633,9.404786016144537e-05,40.214496999999994,-8.432922999999999,[5435 5436]
74,1830,-9.14703,38.687946000000004,69,57.0,1,0.9528491497039796,2.2360679726486717e-06,38.687948,-9.147031,[1830]
75,5431,-8.43267,40.21468,69,57.0,0,37.417579650878906,6.826419266404234e-05,40.214686,-8.432738,[5431]
76,27643,-8.462147,41.007643,69,57.0,0,216.3593597412109,0.0007326834241313154,41.008311,-8.462448,[27644 27643]
77,26704,-8.381979,41.304897,69,58.0,0,322.4372863769531,1.456021977791222e-05,41.304893,-8.381993,[26704]
78,27302,-9.386282000000001,38.81623,69,59.0,1,125.9252777099609,0.007067279886913446,38.815888,-9.393341,[27302 27303]
79,5186,-8.485342,40.200828,69,59.0,0,32.44405746459961,2.0000000020559128e-06,40.200826,-8.485342,[5186]
80,3167,-8.39134,41.557831,69,60.0,0,197.7078552246094,7.07106781260264e-06,41.557829999999996,-8.391333,[3167]
81,6667,-8.316180000000001,41.4877,69,60.0,0,160.0488739013672,4.5398237850391165e-05,41.487706,-8.316225,[6667]
82,30488,-8.655545,41.194272999999995,69,60.0,0,83.74893951416016,0.00013355523202103335,41.194299,-8.655676,[30488]
83,11768,-9.324968,38.970462,69,60.0,1,219.3381652832031,1.9849433244322195e-05,38.970477,-9.324981,[11768]
84,26756,-8.328206,41.309369000000004,69,61.0,0,360.3056030273438,0.00032400771595353275,41.309635,-8.328021000000001,[26756]
85,358,-9.418275999999999,38.700433000000004,71,61.0,1,13.012633323669428,3.0083217909304695e-05,38.700441,-9.418247000000001,[358]
86,15652,-8.600192,41.150794,69,61.0,0,104.7136611938477,4.123105622531926e-06,41.150797999999995,-8.600191,[15652]
87,13486,-9.229711,38.699057,69,62.0,1,5.763601303100586,0.0003351492204987884,38.699067,-9.230046000000002,[13486]
88,28678,-8.487349,41.067282,69,62.0,0,75.93887329101562,0.0005993880212349569,41.067437,-8.487928,[28678]
89,29069,-8.570755,40.801057,69,63.0,0,33.499256134033196,0.006329210535283498,40.807165999999995,-8.572410000000001,[29069 29070]
90,27303,-9.386282000000001,38.81623,69,63.0,1,125.9252777099609,0.007067279886913446,38.815888,-9.393341,[27302 27303]
91,26588,-8.243514999999999,41.158504,69,63.0,0,264.43704223632807,9.433981131963066e-06,41.158512,-8.24351,[26588]
92,49256,-7.9270369999999994,40.681019,88,63.0,0,467.9753112792969,0.003631492392943087,40.6776,-7.925813000000001,[49256]
93,27307,-9.311686,38.750786,69,64.0,1,163.7505950927734,9.055385138226165e-06,38.750785,-9.311695,[27307]
94,27110,-9.30143,38.871959000000004,69,64.0,1,173.29193115234384,3.1622776611721293e-06,38.871958,-9.301427,[27110]
95,30961,-8.749533999999999,41.369197,69,67.0,0,21.49277496337891,4.1231056272710545e-06,41.369196,-8.749538000000001,[30961]
96,5264,-8.467779,40.211642,69,67.0,0,23.43434906005859,0.0026820456744812166,40.213429,-8.465779,[5264]
97,1054,-8.215,39.464929999999995,69,67.0,1,124.63683319091801,0.0008261186355481845,39.464915999999995,-8.214174,[1054]
98,15377,-8.59003,41.155508000000005,69,68.0,0,109.9495620727539,7.999999999341867e-06,41.155508000000005,-8.590038,[15377]
99,5437,-8.432922999999999,40.214496999999994,69,68.0,0,34.11448287963867,8.2073138111314e-05,40.214441,-8.432983,[5437 5438]
100,45349,-7.234432000000001,40.562478999999996,145,68.0,0,856.7210693359375,0.010643756103933666,40.562829,-7.223794,[45349]
101,31003,-8.640985,41.216766,69,68.0,0,60.98266220092773,0.00011783462988393121,41.21678,-8.641102,[31003]
102,5439,-8.432983,40.21444,69,69.0,0,33.30157089233398,9.999999974752427e-07,40.214441,-8.432983,[5439]
103,31476,-9.102107,38.609518,69,69.0,1,27.29905891418457,2.416609194806782e-05,38.609508,-9.102085,[31476]
104,16890,-8.625532000000002,41.404789,69,70.0,0,51.16640090942383,6.082762529542284e-06,41.404783,-8.625531,[16890]
105,5298,-8.404677000000001,40.240930999999996,69,71.0,0,138.34919738769528,2.999999992425728e-06,40.240928000000004,-8.404677000000001,[5298]
106,27581,-8.524460000000001,40.890921999999996,69,71.0,0,228.8838958740234,4.000000002335469e-06,40.890921999999996,-8.524455999999999,[27581]
107,14821,-8.585979,41.148565000000005,69,72.0,0,69.68514251708984,1.562049935376927e-05,41.148555,-8.585991,[14821]
108,30413,-8.655550999999999,41.200168,69,72.0,0,70.8967514038086,2.3769728647034825e-05,41.200145,-8.655557,[30413]
109,27582,-8.524455999999999,40.890921999999996,69,72.0,0,228.8963165283203,4.000000002335469e-06,40.890921999999996,-8.524460000000001,[27582]
110,19836,-8.500351,41.193865,69,73.0,0,150.2215270996094,3.4176014979809974e-05,41.193853000000004,-8.500383,[19836]
111,3224,-8.39087,41.55743,69,73.0,0,208.7144317626953,1.0049875621199986e-05,41.557431,-8.39086,[3224]
112,32278,-8.553756,41.145185,69,74.0,0,76.93997955322266,1.414213561314697e-06,41.145184,-8.553757000000001,[32278]
113,1036,-8.20932,39.463315,69,74.0,1,138.95429992675778,1.3152946437440955e-05,39.463313,-8.209307,[1036]
114,31810,-8.646371,41.177177,69,74.0,0,75.48238372802734,2.906888370829115e-05,41.177196,-8.646393,[31810]
115,3230,-8.384129,41.553301,69,74.0,0,272.50448608398443,5.0000000001659824e-06,41.553304,-8.384125,[3230]
116,17387,-8.854885000000001,38.537652,69,74.0,1,19.56844139099121,4.1231056238244165e-06,38.537651000000004,-8.854889,[17387]
117,32280,-8.553745,41.145171999999995,69,75.0,0,76.99279022216797,1.0000000010279564e-06,41.145171999999995,-8.553746,[32280]
118,31127,-9.169949,38.669053999999996,69,75.0,1,45.22763061523438,0.00010307764063697006,38.668954,-9.169924,[31127]
119,28082,-8.620286,41.319231,69,76.0,0,67.10224151611328,0.0012693482579656178,41.320444,-8.62066,[28082]
120,1068,-8.425207,40.210634000000006,69,76.0,0,73.4378433227539,0.0007062556194530735,40.209933,-8.425293,[1068]
121,48971,-8.421371,40.918168,69,76.0,0,359.7317810058594,0.006349003858872628,40.918161,-8.427719999999999,[48971]
122,26068,-8.508569999999999,40.878632,69,76.0,0,239.6004791259766,2.23606797979837e-06,40.878634000000005,-8.508571,[26068]
123,45346,-7.23424,40.51068,109,76.0,0,817.5714111328125,0.024276690095646054,40.533439,-7.242689,[45346]
124,30408,-8.655424,41.200556,69,77.0,0,69.67561340332031,4.1231056272710545e-06,41.200557,-8.655428,[30408]
125,20715,-7.922996,40.659223,75,77.0,0,454.7998046875,2.9427877936809028e-05,40.659194,-7.923000999999999,[20715 20716]
126,17395,-8.854523,38.537508,69,77.0,1,19.57544136047363,2.000000000279556e-06,38.537508,-8.854521,[17395]
127,22753,-8.400495,41.065082000000004,69,77.0,0,29.16409301757812,7.280109886028093e-06,41.065089,-8.400497,[22753]
128,4817,-7.494074,39.822049,69,78.0,0,409.4656066894531,1.414213565082919e-06,39.822047999999995,-7.494075,[4817]
129,3092,-8.426407000000001,41.552201000000004,69,78.0,0,188.2772216796875,1.69705627533614e-05,41.552189,-8.426395,[3092]
130,26716,-8.377944,41.277851,69,78.0,0,300.5044555664062,3.6400549445463753e-05,41.277879999999996,-8.377966,[26716]
131,20716,-7.922996,40.659223,75,78.0,0,454.7998046875,2.9427877936809028e-05,40.659194,-7.923000999999999,[20715 20716]
132,1782,-9.218161,38.654252,69,78.0,1,51.7537727355957,6.324555320097326e-06,38.65425,-9.218167,[1782]
133,4871,-8.460542,40.1941,69,79.0,0,90.43000793457031,4.123105622531926e-06,40.194096,-8.460541000000001,[4871]
134,22614,-8.49616,41.088526,69,79.0,0,74.64794921875,4.1231056272710545e-06,41.088525,-8.496156,[22614]
135,14669,-8.616909,40.863965,69,80.0,0,17.97342681884766,0.0017766170099402594,40.862193,-8.617037,[14669]
136,22415,-8.433464,41.066122,69,80.0,0,93.5333480834961,0.006234387941087264,41.060045,-8.432072,[22415 22414]
137,22435,-8.416426,41.036961,69,80.0,0,73.81285858154297,0.003360977536373631,41.038188,-8.419555,[22435 22436]
138,6311,-7.5052520000000005,40.139340000000004,75,80.0,0,485.9905700683594,1.4142135626335745e-05,40.13933,-7.505242,[6311 6312]
139,6312,-7.5052520000000005,40.139340000000004,75,80.0,0,485.9905700683594,1.4142135626335745e-05,40.13933,-7.505242,[6311 6312]
140,32259,-8.422885,41.072811,69,80.0,0,135.1941986083984,1.8788294229878485e-05,41.072819,-8.422868,[32259]
141,22613,-8.496156,41.088525,69,81.0,0,74.66386413574219,4.1231056272710545e-06,41.088526,-8.49616,[22613]
142,30973,-8.749626,41.369109,69,82.0,0,21.38510131835938,1.9999999949504854e-06,41.369111,-8.749626,[30973]
143,26579,-8.239782,41.179628,69,82.0,0,380.9893188476562,6.708203933039823e-06,41.179631,-8.239788,[26579]
144,5022,-8.52564,40.19066,69,82.0,0,31.953655242919922,0.011924697061137867,40.199068,-8.517184,[5022]
145,32260,-8.422868,41.072819,69,82.0,0,135.2096099853516,1.8788294229878485e-05,41.072811,-8.422885,[32260]
146,32123,-8.489583,41.506926,69,82.0,0,150.4468078613281,1.640121946877018e-05,41.506913,-8.489593,[32123]
147,32412,-9.156727,38.760658,69,83.0,1,81.377685546875,0.00025777509576975635,38.760466,-9.156555,[32412 32410 32411]
148,32124,-8.489593,41.506913,69,83.0,0,150.4370269775391,1.640121946877018e-05,41.506926,-8.489583,[32124]
149,26110,-8.510079,40.871821000000004,69,84.0,0,242.46905517578116,0.0007834162367526423,40.871131,-8.509708,[26109 26110]
150,27866,-8.466882,41.353382,69,85.0,0,70.16326141357422,6.082762529542284e-06,41.353376000000004,-8.466883000000001,[27866]
151,28436,-8.465076,41.059914,69,86.0,0,99.45559692382812,1.4142135663389928e-06,41.059915000000004,-8.465077,[28436]
152,49261,-8.698463,41.227263,88,86.0,0,29.49384689331055,0.0028385674203735257,41.224466,-8.698947,[49261]
153,6737,-8.320867999999999,41.507109,69,87.0,0,139.29801940917972,2.8284271251415417e-06,41.507111,-8.320866,[6737]
154,11772,-9.335661,38.978125,69,88.0,1,201.7025451660156,3.6055512762143024e-06,38.978127,-9.335664,[11772]
155,31024,-8.647063000000001,41.208292,69,88.0,0,73.81391143798828,3.4928498394061354e-05,41.208306,-8.647031,[31024]
156,26593,-8.364438999999999,41.050996999999995,69,89.0,0,49.18041610717773,7.280109891640124e-06,41.050999,-8.364446000000001,[26593]
157,31509,-9.127704,38.620224,69,89.0,1,36.62132263183594,2.236067979003959e-06,38.620222,-9.127703,[31509]
158,22409,-8.391755,41.052583,69,90.0,0,43.56491470336914,0.00592591132232058,41.05585,-8.396699,[22409 22410]
159,1044,-8.208727,39.46306,69,90.0,1,144.494384765625,1.4035668845846552e-05,39.463059,-8.208713000000001,[1044]
160,20185,-8.81577,41.703534999999995,145,90.0,0,8.202062606811522,0.0012745297171911348,41.70466,-8.815171000000001,[20185]
161,27694,-8.485878,40.944371999999994,69,91.0,0,225.5951995849609,5.510898293406038e-05,40.944383,-8.485824000000001,[27694]
162,27867,-8.466883000000001,41.353376000000004,69,91.0,0,70.11602783203125,6.082762529542284e-06,41.353382,-8.466882,[27867]
163,26576,-8.223383,41.149646999999995,69,91.0,0,128.3744049072266,4.472135954830275e-06,41.149649,-8.223386999999999,[26576]
164,32099,-9.212968,38.766356,69,91.0,1,95.4227066040039,1.7117242768577572e-05,38.766354,-9.212951,[32099]
165,27367,-9.405826,38.817624,69,91.0,1,131.30694580078122,0.00032867308986361365,38.817575,-9.406151,[27367 27366]
166,46513,-8.541944,41.416413,69,92.0,0,165.5610656738281,0.00010344563789859415,41.416443,-8.541845,[46513 46515]
167,6736,-8.320866,41.507111,69,92.0,0,139.3044586181641,2.8284271251415417e-06,41.507109,-8.320867999999999,[6736]
168,22383,-8.454255999999999,41.071585999999996,69,92.0,0,79.42057037353516,9.34344690114748e-05,41.071577000000005,-8.454163000000001,[22382 22383]
169,30499,-8.646795,41.208303,69,93.0,0,73.96957397460938,3.178049716198806e-05,41.208315999999996,-8.646766,[30499]
170,30410,-8.655433,41.20053,69,93.0,0,69.75307464599611,3.999999998782755e-06,41.20053,-8.655437,[30410]
171,26617,-8.35513,41.050752,69,93.0,0,89.43582916259766,2.2627416994851967e-05,41.050768,-8.355146000000001,[26617]
172,1814,-9.15497,38.65507,69,93.0,1,49.74981307983398,7.368174808015983e-05,38.655046999999996,-9.15504,[1814]
173,30143,-7.190983999999999,38.872578999999995,145,94.0,1,312.6819458007812,0.02090783759741865,38.877696,-7.170712,[30143]
174,4838,-7.487653,39.832846,145,95.0,0,377.3223266601562,0.001736492153745973,39.831112,-7.4877460000000005,[4838]
175,3415,-8.383633,41.55357,69,95.0,0,271.94314575195307,5.099019512912026e-06,41.553569,-8.383628,[3415]
176,32606,-8.465981,41.336546999999996,69,96.0,0,87.2231216430664,1.6763054616848237e-05,41.336563,-8.465986000000001,[32606]
177,20359,-8.748719,41.360338,69,96.0,0,20.59469032287598,0.00012379418403173515,41.360324,-8.748842,[20359]
178,26616,-8.355146000000001,41.050768,69,96.0,0,89.73163604736328,2.2627416994851967e-05,41.050752,-8.35513,[26616]
179,21978,-8.388453,41.550014000000004,69,96.0,0,288.1693420410156,2.0000000020559128e-06,41.550012,-8.388453,[21978]
180,1055,-8.193133,39.459073,69,96.0,1,93.4076919555664,0.005233140548467725,39.460845,-8.198057,[1055]
181,32605,-8.465986000000001,41.336563,69,97.0,0,87.11880493164062,1.6763054616848237e-05,41.336546999999996,-8.465981,[32605]
182,22469,-8.4145,41.042794,69,97.0,0,78.02140808105469,0.0024347084014295648,41.045215,-8.414758,[22469 22468]
183,32170,-8.609409,41.017127,69,99.0,0,81.55702209472656,3.0083217914619024e-05,41.017119,-8.609438,[32170]
184,32169,-8.609438,41.017119,69,99.0,0,81.48765563964844,3.0083217914619024e-05,41.017127,-8.609409,[32169]
185,14652,-8.623332000000001,40.860037,69,99.0,0,10.23040390014648,0.0009028233492738736,40.860935999999995,-8.623415,[14652]
186,5232,-8.452402000000001,40.281929999999996,69,99.0,0,91.3277816772461,0.00015259095648011855,40.281902,-8.452552,[5232]
187,48153,-8.321330999999999,41.224764,78,99.0,0,190.1974639892578,1.0000000010279564e-06,41.224764,-8.321332,[48153]
188,13124,-9.20021,38.765079,69,100.0,1,87.0543212890625,3.162277658925196e-06,38.765078,-9.200213,[13124]
189,26108,-8.509708,40.871131,69,100.0,0,241.96466064453116,0.0007834162367526423,40.871821000000004,-8.510079,[26108]
190,26272,-9.170427,38.787002,69,100.0,1,29.07169914245605,2.2360679766207264e-06,38.787001000000004,-9.170425,[26272]
191,30498,-8.646766,41.208315999999996,69,101.0,0,73.9119644165039,3.178049716198806e-05,41.208303,-8.646795,[30498]
192,46896,-8.485824000000001,40.944383,69,101.0,0,225.6497039794922,5.510898293406038e-05,40.944371999999994,-8.485878,[46896]
193,20357,-8.748842,41.360324,69,101.0,0,20.25085258483887,0.00012379418403173515,41.360338,-8.748719,[20357]
194,27030,-9.140044999999999,38.599558,69,101.0,1,44.94807434082031,0.004083259114967797,38.603049,-9.137927000000001,[27030]
195,27888,-8.369351,41.338671999999995,69,102.0,0,261.9429321289062,6.324555319535592e-06,41.338665999999996,-8.369349,[27888]
196,3091,-8.426395,41.552189,69,102.0,0,188.3096466064453,1.69705627533614e-05,41.552201000000004,-8.426407000000001,[3091]
197,17396,-8.854521,38.537508,69,102.0,1,19.575603485107422,2.000000000279556e-06,38.537508,-8.854523,[17396]
198,5836,-9.096992,38.774788,69,102.0,1,17.37216567993164,4.472135956419096e-06,38.77479,-9.096996,[5836]
199,30624,-8.65575,41.194078000000005,69,103.0,0,83.58061218261719,8.999999998593466e-06,41.194078000000005,-8.655741,[30624]
200,27660,-8.515081,40.9209,69,104.0,0,198.8663787841797,0.009033580906815677,40.929228,-8.511581,[27660]
201,3168,-8.394067999999999,41.556837,69,104.0,0,185.8154602050781,2.23606797979837e-06,41.556835,-8.394069,[3168]
202,26721,-8.385993,41.25418,69,105.0,0,290.9379577636719,7.280109886028093e-06,41.254173,-8.385995,[26721]
203,6562,-8.282792,41.444362,69,105.0,0,202.4256134033203,3.0000000013075123e-06,41.444362,-8.282789,[6562]
204,23772,-9.10563,38.74087,69,105.0,1,28.31739234924316,2.2360679726486717e-06,38.740871999999996,-9.105630999999999,[23772]
205,45348,-7.223794,40.562829,145,107.0,0,863.7447509765625,0.010643756103933666,40.562478999999996,-7.234432000000001,[45348]
206,11776,-9.317991000000001,38.963881,69,107.0,1,226.8338775634766,4.1231056238244165e-06,38.963882,-9.317995,[11776]
207,1037,-8.209307,39.463313,69,107.0,1,139.02421569824222,1.3152946437440955e-05,39.463315,-8.20932,[1037]
208,26577,-8.223386999999999,41.149649,69,107.0,0,128.37445068359378,4.472135954830275e-06,41.149646999999995,-8.223383,[26577]
209,22386,-8.454163000000001,41.071577000000005,69,107.0,0,79.62165832519531,9.34344690114748e-05,41.071585999999996,-8.454255999999999,[22386]
210,28401,-8.462083,41.056799,69,108.0,0,122.6483840942383,2.23606797979837e-06,41.0568,-8.462081,[28401]
211,1627,-9.243461,38.663416999999995,69,108.0,1,6.003272533416747,0.0007182603984638852,38.663954,-9.243938,[1627]
212,30406,-8.655562,41.20058,69,108.0,0,69.31765747070311,3.162277658925196e-06,41.200581,-8.655559,[30406]
213,28255,-8.648055000000001,41.100502,69,108.0,0,28.43826103210449,1.4142135663389928e-06,41.100503,-8.648054,[28255]
214,29020,-9.207984,38.780617,69,109.0,1,78.61370086669922,4.472135958007918e-06,38.780621000000004,-9.207982000000001,[29020]
215,6762,-8.299986,41.423396000000004,145,109.0,0,224.6439514160156,0.002406600299179858,41.42147,-8.301428999999999,[6762]
216,32270,-8.421464,41.031938000000004,69,111.0,0,130.2134094238281,2.4041630558161606e-05,41.031945,-8.421486999999999,[32270]
217,12885,-8.664214999999999,38.746845,69,111.0,1,77.59463500976562,2.3345235058745435e-05,38.746828,-8.664199,[12885]
218,26640,-8.246504,41.151306,69,112.0,0,293.8464050292969,0.00026936406590279794,41.151292,-8.246235,[26640]
219,30935,-8.664962,41.237778999999996,69,113.0,0,78.1292495727539,2.3600847442511938e-05,41.237792999999996,-8.664981,[30935]
220,27599,-8.475959,40.942615999999994,69,113.0,0,241.0544738769531,0.010022001496709879,40.944383,-8.485824000000001,[27599]
221,49128,-8.657855999999999,38.740478,69,114.0,1,79.95703125,9.999999974752427e-07,38.740479,-8.657855999999999,[49128]
222,28352,-8.627161,41.068042,69,115.0,0,91.1139678955078,9.999999974752427e-07,41.068041,-8.627161,[28352]
