,id,lng,lat,max_vis,avg_daily_view,3cluster,height,closest_dist,closest_lat,closest_lng,id_list
142,30973,-8.749626,41.369109,69,82.0,0,21.38510131835938,0.21980210210994466,41.369111,-8.749626,[30974]
143,26579,-8.239782,41.179628,69,82.0,0,380.9893188476562,0.7443856383892372,41.179631,-8.239788,[26578]
144,5022,-8.52564,40.19066,69,82.0,0,31.953655242919922,1318.7106883917547,40.199068,-8.517184,[5219]
145,32260,-8.422868,41.072819,69,82.0,0,135.2096099853516,2.0850985581138226,41.072811,-8.422885,[32259]
146,32123,-8.489583,41.506926,69,82.0,0,150.4468078613281,1.811206219308525,41.506913,-8.489593,[32124]
147,32412,-9.156727,38.760658,69,83.0,1,81.377685546875,28.46126484050724,38.760466,-9.156555,[25342 25343]
148,32124,-8.489593,41.506913,69,83.0,0,150.4370269775391,1.8112062192195584,41.506926,-8.489583,[32123]
149,26110,-8.510079,40.871821,69,84.0,0,242.46905517578116,86.36897287857242,40.871131,-8.509708,[26108]
150,27866,-8.466882,41.353382,69,85.0,0,70.16326141357422,0.6692018899420267,41.353376,-8.466883000000001,[27867]
151,28436,-8.465076,41.059914,69,86.0,0,99.45559692382812,0.1563993629093072,41.059915,-8.465077,[28435]
152,49261,-8.698463,41.227263,88,86.0,0,29.49384689331055,312.11024247912263,41.224466,-8.698947,[12487]
153,6737,-8.320867999999999,41.507109,69,87.0,0,139.29801940917972,0.3128561853021569,41.507111,-8.320866,[6736]
154,11772,-9.335661,38.978125,69,88.0,1,201.7025451660156,0.3992931887552807,38.978127,-9.335664,[11771]
155,31024,-8.647063000000001,41.208292,69,88.0,0,73.81391143798828,3.876818725579963,41.208306,-8.647031,[31026]
156,26593,-8.364438999999999,41.050997,69,89.0,0,49.18041610717773,0.8088657438014394,41.050999,-8.364446000000001,[26592]
157,31509,-9.127704,38.620224,69,89.0,1,36.62132263183594,0.24612421199150025,38.620222,-9.127703,[31508]
158,22409,-8.391755,41.052583,69,90.0,0,43.56491470336914,656.7946847751713,41.05585,-8.396699,[22411]
159,1044,-8.208727,39.46306,69,90.0,1,144.494384765625,1.5606166182881616,39.463059,-8.208713000000001,[1045]
160,20185,-8.81577,41.703535,145,90.0,0,8.202062606811522,140.41879004692578,41.70466,-8.815171000000003,[20156 20155]
161,27694,-8.485878,40.944372,69,91.0,0,225.5951995849609,6.125189202781951,40.944383,-8.485824000000001,[46896]
162,27867,-8.466883000000001,41.353376,69,91.0,0,70.11602783203125,0.6692018899555544,41.353382,-8.466882,[27866]
163,26576,-8.223383,41.149647,69,91.0,0,128.3744049072266,0.4962611341104972,41.149649,-8.223386999999999,[26577]
164,32099,-9.212968,38.766356,69,91.0,1,95.4227066040039,1.9030201796638158,38.766354,-9.212951,[32097]
165,27367,-9.405826,38.817624,69,91.0,1,131.30694580078122,36.53598232021507,38.817575,-9.406151,[27092]
166,46513,-8.541944,41.416413,69,92.0,0,165.5610656738281,11.49196982229091,41.416443,-8.541845,[29098]
167,6736,-8.320866,41.507111,69,92.0,0,139.3044586181641,0.3128561853381291,41.507109,-8.320867999999999,[6737]
168,22383,-8.454255999999999,41.071586,69,92.0,0,79.42057037353516,10.388411762878922,41.07157700000001,-8.454163000000001,[22386]
169,30499,-8.646795,41.208303,69,93.0,0,73.96957397460938,3.5271461097551433,41.208316,-8.646766,[30498]
170,30410,-8.655433,41.20053,69,93.0,0,69.75307464599611,0.44478033506394976,41.20053,-8.655437,[30409]
171,26617,-8.35513,41.050752,69,93.0,0,89.43582916259766,2.502740944451456,41.050768,-8.355146000000001,[26616]
172,1814,-9.15497,38.65507,69,93.0,1,49.74981307983398,8.18293719251585,38.655047,-9.15504,[30010]
173,30143,-7.1909839999999985,38.872579,145,94.0,1,312.6819458007812,2323.760547978311,38.877696,-7.170712,[49226]
174,4838,-7.487653,39.832846,145,95.0,0,377.3223266601562,191.44763310137384,39.831112,-7.487746,[4788]
175,3415,-8.383633,41.55357,69,95.0,0,271.94314575195307,0.5667540688886757,41.553569,-8.383628,[3414]
176,32606,-8.465981,41.336547,69,96.0,0,87.2231216430664,1.8454744881943592,41.336563,-8.465986000000001,[32605]
177,20359,-8.748719,41.360338,69,96.0,0,20.59469032287598,13.763268012560847,41.360324,-8.748842,[20357]
178,26616,-8.355146000000001,41.050768,69,96.0,0,89.73163604736328,2.5027409444608404,41.050752,-8.35513,[26617]
179,21978,-8.388453,41.550014,69,96.0,0,288.1693420410156,0.2200109820767962,41.550012,-8.388453,[21979]
180,1055,-8.193133,39.459073,69,96.0,1,93.4076919555664,581.2211955654802,39.460845,-8.198057,[1053]
181,32605,-8.465986000000001,41.336563,69,97.0,0,87.11880493164062,1.8454744881342529,41.336547,-8.465981,[32606]
182,22469,-8.4145,41.042794,69,97.0,0,78.02140808105469,267.846124441018,41.045215,-8.414758,[22437]
183,32170,-8.609409,41.017127,69,99.0,0,81.55702209472656,3.342454290497366,41.017119,-8.609438,[32169]
184,32169,-8.609438,41.017119,69,99.0,0,81.48765563964844,3.3424542905036767,41.017127,-8.609409,[32170]
185,14652,-8.623332000000001,40.860037,69,99.0,0,10.23040390014648,99.26429031598784,40.860936,-8.623415,[14657]
186,5232,-8.452402000000001,40.28193,69,99.0,0,91.3277816772461,16.961191245862402,40.281902,-8.452552,[5233]
187,48153,-8.321330999999999,41.224764,78,99.0,0,190.1974639892578,0.11119508363336407,41.224764,-8.321332,[48152]
188,13124,-9.20021,38.765079,69,100.0,1,87.0543212890625,0.35118000288306056,38.765078,-9.200213,[13123]
189,26108,-8.509708,40.871131,69,100.0,0,241.96466064453116,86.36897287854543,40.871821,-8.510079,[26109 26110]
190,26272,-9.170427,38.787002,69,100.0,1,29.07169914245605,0.2480074338500416,38.787001,-9.170425,[26271]
191,30498,-8.646766,41.208316,69,101.0,0,73.9119644165039,3.5271461097037684,41.208303,-8.646795,[30499]
192,46896,-8.485824000000001,40.944383,69,101.0,0,225.6497039794922,6.125189202750317,40.944372,-8.485878,[27694]
193,20357,-8.748842,41.360324,69,101.0,0,20.25085258483887,13.763268012669721,41.360338,-8.748719,[20359]
194,27030,-9.140045,38.599558,69,101.0,1,44.94807434082031,449.83272995252054,38.603049,-9.137927,[27031]
195,27888,-8.369351,41.338672,69,102.0,0,261.9429321289062,0.6965225538480991,41.338666,-8.369349,[27889]
196,3091,-8.426395,41.552189,69,102.0,0,188.3096466064453,1.8768853871711388,41.552201,-8.426407000000001,[3092]
197,17396,-8.854521,38.537508,69,102.0,1,19.575603485107425,0.22239016762039024,38.537508,-8.854523,[17395]
198,5836,-9.096992,38.774788,69,102.0,1,17.37216567993164,0.4960348954795818,38.77479,-9.096996,[5837]
199,30624,-8.65575,41.19407800000001,69,103.0,0,83.58061218261719,1.0007557532307738,41.19407800000001,-8.655741,[30623]
200,27660,-8.515081,40.9209,69,104.0,0,198.8663787841797,995.0910592596488,40.929228,-8.511581,[27655 27656]
201,3168,-8.394067999999999,41.556837,69,104.0,0,185.8154602050781,0.2465112159203111,41.556835,-8.394069,[3169]
202,26721,-8.385993,41.25418,69,105.0,0,290.9379577636719,0.8015136229824231,41.254173,-8.385995,[26720]
203,6562,-8.282792,41.444362,69,105.0,0,202.4256134033203,0.3335852512537545,41.444362,-8.282789,[6563]
204,23772,-9.10563,38.74087,69,105.0,1,28.31739234924316,0.24613632212747785,38.740872,-9.105631,[23771]
205,45348,-7.223794,40.562829,145,107.0,0,863.7447509765625,1183.5232185914854,40.562479,-7.234432000000001,[45349]
206,11776,-9.317991,38.963881,69,107.0,1,226.8338775634766,0.4581154314101656,38.963882,-9.317995,[11775]
207,1037,-8.209307,39.463313,69,107.0,1,139.02421569824222,1.4621982031904086,39.463315,-8.20932,[1036]
208,26577,-8.223386999999999,41.149649,69,107.0,0,128.37445068359378,0.4962611340764889,41.149647,-8.223383,[26576]
209,22386,-8.454163000000001,41.07157700000001,69,107.0,0,79.62165832519531,10.388411762751474,41.071586,-8.454255999999999,[22382 22383]
210,28401,-8.462083,41.056799,69,108.0,0,122.6483840942383,0.2481007637139661,41.0568,-8.462081,[28402]
211,1627,-9.243461,38.663417,69,108.0,1,6.003272533416747,79.28896654907074,38.663954,-9.243938,[47453]
212,30406,-8.655562,41.20058,69,108.0,0,69.31765747070311,0.35123130973473005,41.200581,-8.655559,[30405]
213,28255,-8.648055000000001,41.100502,69,108.0,0,28.43826103210449,0.15636221304222464,41.100503,-8.648054,[28256]
214,29020,-9.207984,38.780617,69,109.0,1,78.61370086669922,0.4921598427634206,38.780621,-9.207982,[29021]
215,6762,-8.299986,41.423396,145,109.0,0,224.6439514160156,265.81000930795324,41.42147,-8.301428999999999,[6698]
216,32270,-8.421464,41.031938,69,111.0,0,130.2134094238281,2.670879553439192,41.031945,-8.421486999999999,[32269]
217,12885,-8.664214999999999,38.746845,69,111.0,1,77.59463500976562,2.5802090410767766,38.746828,-8.664199,[12884]
218,26640,-8.246504,41.151306,69,112.0,0,293.8464050292969,29.951127603266894,41.151292,-8.246235,[26586]
219,30935,-8.664962,41.237779,69,113.0,0,78.1292495727539,2.613797238565845,41.237793,-8.664981,[30936]
220,27599,-8.475959,40.942616,69,113.0,0,241.0544738769531,1114.020495095794,40.944383,-8.485824000000001,[46896]
221,49128,-8.657855999999999,38.740478,69,114.0,1,79.95703125,0.1099280020843759,38.740479,-8.657855999999999,[12882]
222,28352,-8.627161,41.068042,69,115.0,0,91.1139678955078,0.10993695366271222,41.068041,-8.627161,[28351]
223,27905,-8.482894,41.367308,69,115.0,0,93.7126922607422,0.6761743653939701,41.36730900000001,-8.482888,[27904]
224,26131,-8.471672,40.78862700000001,69,116.0,0,234.0930023193359,0.6761748875337412,40.788628,-8.471678,[26132]
225,26309,-9.170344,38.78696400000001,69,116.0,1,30.00925064086914,0.15625188912454788,38.786963,-9.170343,[26308]
226,5249,-8.50906,40.191495,69,116.0,0,28.3823127746582,0.15639050417247286,40.191496,-8.509058999999999,[5248]
227,22649,-8.501875,41.097089,69,116.0,0,66.97154998779297,0.2464563523623227,41.097091,-8.501876,[22682]
228,29617,-7.75865,40.596949,145,116.0,0,503.6286010742188,510.1807396144702,40.592406,-7.759538,[29616]
229,32269,-8.421486999999999,41.031945,69,117.0,0,130.0467376708984,2.6708795534544354,41.031938,-8.421464,[32270]
230,12883,-8.657867999999999,38.740491,69,117.0,1,79.95983123779297,1.6557873870673303,38.740479,-8.657859,[49127]
231,784,-7.892886,37.146421,145,117.0,2,209.9188079833984,976.2415422245532,37.153485,-7.898189,[785]
232,30202,-9.243892,38.664042,145,117.0,1,5.677275657653809,10.928938257762654,38.663954,-9.243938,[47453]
233,27366,-9.405826,38.817624,69,118.0,1,131.30694580078122,36.53598232021507,38.817575,-9.406151,[27092]
234,30515,-8.641084,41.217041,69,118.0,0,59.80450439453125,2.8604174314306468,41.217015,-8.641085,[30514]
235,27648,-8.60501,40.98372,69,118.0,0,84.250732421875,10.378146497863264,40.983745,-8.6051,[27645 27646]
236,26080,-8.467713999999999,40.855932,69,118.0,0,262.5286865234375,55.37491729792759,40.856162,-8.468157000000001,[26077]
237,8873,-9.147292,38.742263,69,118.0,1,71.476318359375,20.64770857220869,38.742305,-9.147111,[24546]
238,27306,-9.311695,38.750785,69,119.0,1,163.7393646240234,1.0067535522978048,38.750786,-9.311686,[27307]
