,id,lng,lat,max_vis,avg_daily_view,height,closest_dist,closest_lat,closest_lng,id_list
60,31475,-9.102085,38.609508,69,51.0,27.25995826721191,2.416609194806782e-05,38.609518,-9.102107,[31476]
61,22754,-8.400497,41.065089,69,51.0,29.15860557556152,7.280109886028093e-06,41.065082,-8.400495,[22753]
62,6285,-8.848600999999997,40.148077,69,51.0,3.267187356948853,0.0004232493354998102,40.147899,-8.848985,[6248]
63,1116,-7.966191999999999,37.021335,69,51.0,7.234175205230713,1.41421356068666e-06,37.021334,-7.966193,[1117]
64,20804,-7.882711,40.655332,69,52.0,504.9752197265625,3.162277659767796e-06,40.655335,-7.88271,[20805]
65,27655,-8.511581,40.929228,69,52.0,222.8454284667969,0.0001932149062572332,40.929312,-8.511407,[27657]
66,30414,-8.655557,41.200145,69,52.0,70.97483825683594,2.3769728647034825e-05,41.200168,-8.655550999999999,[30413]
67,26718,-8.368138,41.309881,69,52.0,315.1690063476562,6.999999996537554e-06,41.309874,-8.368138,[26719]
68,19328,-8.488782,40.9142,69,53.0,267.9215698242188,0.0016481031521140012,40.912938,-8.489842,[19339]
69,3881,-9.398449,38.7411,69,53.0,129.62434387207028,0.00038305091045398864,38.741038,-9.398827,[3884]
70,26073,-8.47995,40.837708,69,54.0,198.5553741455078,2.2360679766207264e-06,40.837707,-8.479952,[26074]
71,31709,-8.673699000000001,41.179156,69,55.0,39.98750305175781,6.324555318973859e-06,41.17915,-8.673701,[31710]
72,20800,-7.888644999999999,40.652648,69,56.0,502.1995849609375,0.0004454772721484965,40.652585,-7.888203999999999,[20803]
73,5435,-8.432857,40.214564,69,56.0,35.07521438598633,9.404786016144536e-05,40.214497,-8.432922999999999,[5437 5438]
74,1830,-9.14703,38.687946,69,57.0,0.9528491497039796,2.2360679726486717e-06,38.687948,-9.147031,[1831]
75,5431,-8.43267,40.21468,69,57.0,37.417579650878906,6.826419266404234e-05,40.214686,-8.432738,[5433 5434]
76,27643,-8.462147,41.007643,69,57.0,216.3593597412109,0.0007326834241313153,41.008311,-8.462448,[27562]
77,26704,-8.381979,41.304897,69,58.0,322.4372863769531,1.456021977791222e-05,41.304893,-8.381993,[26705]
78,27302,-9.386282,38.81623,69,59.0,125.9252777099609,0.0070672798869134456,38.815888,-9.393341,[27098]
79,5186,-8.485342,40.200828,69,59.0,32.44405746459961,2.0000000020559128e-06,40.200826,-8.485342,[5187]
80,3167,-8.39134,41.557831,69,60.0,197.7078552246094,7.07106781260264e-06,41.55783,-8.391333,[3166]
81,6667,-8.316180000000001,41.4877,69,60.0,160.0488739013672,4.5398237850391165e-05,41.487706,-8.316225,[6666]
82,30488,-8.655545,41.194273,69,60.0,83.74893951416016,0.00013355523202103335,41.194299,-8.655676,[30627]
83,11768,-9.324968,38.970462,69,60.0,219.3381652832031,1.9849433244322195e-05,38.970477,-9.324981,[11767]
84,26756,-8.328206,41.309369,69,61.0,360.3056030273438,0.00032400771595353275,41.309635,-8.328021000000001,[26689]
85,358,-9.418276,38.700433,71,61.0,13.012633323669428,3.008321790930469e-05,38.700441,-9.418247,[359]
86,15652,-8.600192,41.150794,69,61.0,104.7136611938477,4.123105622531926e-06,41.150798,-8.600191,[15651]
87,13486,-9.229711,38.699057,69,62.0,5.763601303100586,0.00033514922049878836,38.699067,-9.230046000000002,[13187 13188]
88,28678,-8.487349,41.067282,69,62.0,75.93887329101562,0.0005993880212349568,41.067437,-8.487928,[28431]
89,29069,-8.570755,40.801057,69,63.0,33.499256134033196,0.006329210535283497,40.807166,-8.572410000000001,[46235]
90,27303,-9.386282,38.81623,69,63.0,125.9252777099609,0.0070672798869134456,38.815888,-9.393341,[27098]
91,26588,-8.243514999999999,41.158504,69,63.0,264.43704223632807,9.433981131963066e-06,41.158512,-8.24351,[26589]
92,49256,-7.927036999999999,40.681019,88,63.0,467.9753112792969,0.0036314923929430865,40.6776,-7.9258130000000016,[20808]
93,27307,-9.311686,38.750786,69,64.0,163.7505950927734,9.055385138226164e-06,38.750785,-9.311695,[27306]
94,27110,-9.30143,38.871959,69,64.0,173.29193115234384,3.1622776611721293e-06,38.871958,-9.301427,[27111]
95,30961,-8.749533999999999,41.369197,69,67.0,21.49277496337891,4.1231056272710545e-06,41.369196,-8.749538000000001,[30962]
96,5264,-8.467779,40.211642,69,67.0,23.43434906005859,0.002682045674481217,40.213429,-8.465779,[5118]
97,1054,-8.215,39.46493,69,67.0,124.63683319091801,0.0008261186355481844,39.464916,-8.214174,[1042]
98,15377,-8.59003,41.15550800000001,69,68.0,109.9495620727539,7.999999999341867e-06,41.15550800000001,-8.590038,[15376]
99,5437,-8.432922999999999,40.214497,69,68.0,34.11448287963867,8.2073138111314e-05,40.214441,-8.432983,[5440]
100,45349,-7.234432000000001,40.562479,145,68.0,856.7210693359375,0.010643756103933666,40.562829,-7.223794,[45348]
101,31003,-8.640985,41.216766,69,68.0,60.98266220092773,0.0001178346298839312,41.21678,-8.641102,[30512]
102,5439,-8.432983,40.21444,69,69.0,33.30157089233398,9.999999974752427e-07,40.214441,-8.432983,[5440]
103,31476,-9.102107,38.609518,69,69.0,27.29905891418457,2.416609194806782e-05,38.609508,-9.102085,[31474 31475]
104,16890,-8.625532000000002,41.404789,69,70.0,51.16640090942383,6.0827625295422836e-06,41.404783,-8.625531,[16891]
105,5298,-8.404677000000001,40.240931,69,71.0,138.34919738769528,2.999999992425728e-06,40.240928,-8.404677000000001,[5297]
106,27581,-8.524460000000001,40.890922,69,71.0,228.8838958740234,4.000000002335469e-06,40.890922,-8.524455999999999,[27582]
107,14821,-8.585979,41.14856500000001,69,72.0,69.68514251708984,1.5620499353769268e-05,41.148555,-8.585991,[14819]
108,30413,-8.655550999999999,41.200168,69,72.0,70.8967514038086,2.3769728647034825e-05,41.200145,-8.655557,[30414]
109,27582,-8.524455999999999,40.890922,69,72.0,228.8963165283203,4.000000002335469e-06,40.890922,-8.524460000000001,[27581]
110,19836,-8.500351,41.193865,69,73.0,150.2215270996094,3.417601497980997e-05,41.193853,-8.500383,[19835]
111,3224,-8.39087,41.55743,69,73.0,208.7144317626953,1.0049875621199986e-05,41.557431,-8.39086,[3225]
112,32278,-8.553756,41.145185,69,74.0,76.93997955322266,1.4142135613146968e-06,41.145184,-8.553757000000001,[32277]
113,1036,-8.20932,39.463315,69,74.0,138.95429992675778,1.3152946437440955e-05,39.463313,-8.209307,[1037]
114,31810,-8.646371,41.177177,69,74.0,75.48238372802734,2.906888370829115e-05,41.177196,-8.646393,[31808]
115,3230,-8.384129,41.553301,69,74.0,272.50448608398443,5.0000000001659824e-06,41.553304,-8.384125,[3231]
116,17387,-8.854885000000003,38.537652,69,74.0,19.56844139099121,4.123105623824417e-06,38.537651,-8.854889,[17388]
117,32280,-8.553745,41.145172,69,75.0,76.99279022216797,1.0000000010279564e-06,41.145172,-8.553746,[32279]
118,31127,-9.169949,38.669054,69,75.0,45.22763061523438,0.00010307764063697006,38.668954,-9.169924,[31198]
119,28082,-8.620286,41.319231,69,76.0,67.10224151611328,0.0012693482579656178,41.320444,-8.62066,[28084]
120,1068,-8.425207,40.21063400000001,69,76.0,73.4378433227539,0.0007062556194530735,40.209933,-8.425293,[1058]
121,48971,-8.421371,40.918168,69,76.0,359.7317810058594,0.006349003858872628,40.918161,-8.427719999999999,[26146]
122,26068,-8.508569999999999,40.878632,69,76.0,239.6004791259766,2.23606797979837e-06,40.87863400000001,-8.508571,[26067]
123,45346,-7.23424,40.51068,109,76.0,817.5714111328125,0.024276690095646054,40.533439,-7.242689,[6331]
124,30408,-8.655424,41.200556,69,77.0,69.67561340332031,4.1231056272710545e-06,41.200557,-8.655428,[30407]
125,20715,-7.922996,40.659223,75,77.0,454.7998046875,2.9427877936809028e-05,40.659194,-7.923000999999998,[20713 20714]
126,17395,-8.854523,38.537508,69,77.0,19.57544136047363,2.000000000279556e-06,38.537508,-8.854521,[17396]
127,22753,-8.400495,41.065082,69,77.0,29.16409301757812,7.280109886028093e-06,41.065089,-8.400497,[22754]
128,4817,-7.494074,39.822049,69,78.0,409.4656066894531,1.4142135650829191e-06,39.822048,-7.494075,[4818]
129,3092,-8.426407000000001,41.552201,69,78.0,188.2772216796875,1.6970562753361402e-05,41.552189,-8.426395,[3091]
130,26716,-8.377944,41.277851,69,78.0,300.5044555664062,3.6400549445463753e-05,41.27788,-8.377966,[26717]
131,20716,-7.922996,40.659223,75,78.0,454.7998046875,2.9427877936809028e-05,40.659194,-7.923000999999998,[20713 20714]
132,1782,-9.218161,38.654252,69,78.0,51.7537727355957,6.324555320097326e-06,38.65425,-9.218167,[1783]
133,4871,-8.460542,40.1941,69,79.0,90.43000793457031,4.123105622531926e-06,40.194096,-8.460541000000001,[4870]
134,22614,-8.49616,41.088526,69,79.0,74.64794921875,4.1231056272710545e-06,41.088525,-8.496156,[22613]
135,14669,-8.616909,40.863965,69,80.0,17.97342681884766,0.0017766170099402594,40.862193,-8.617037,[14654]
136,22415,-8.433464,41.066122,69,80.0,93.5333480834961,0.006234387941087264,41.060045,-8.432072,[32289]
137,22435,-8.416426,41.036961,69,80.0,73.81285858154297,0.003360977536373631,41.038188,-8.419555,[22426]
138,6311,-7.505252,40.13934,75,80.0,485.9905700683594,1.4142135626335745e-05,40.13933,-7.505242,[6309 6310]
139,6312,-7.505252,40.13934,75,80.0,485.9905700683594,1.4142135626335745e-05,40.13933,-7.505242,[6309 6310]
140,32259,-8.422885,41.072811,69,80.0,135.1941986083984,1.8788294229878485e-05,41.072819,-8.422868,[32260]
141,22613,-8.496156,41.088525,69,81.0,74.66386413574219,4.1231056272710545e-06,41.088526,-8.49616,[22614]
142,30973,-8.749626,41.369109,69,82.0,21.38510131835938,1.9999999949504854e-06,41.369111,-8.749626,[30974]
143,26579,-8.239782,41.179628,69,82.0,380.9893188476562,6.708203933039823e-06,41.179631,-8.239788,[26578]
144,5022,-8.52564,40.19066,69,82.0,31.953655242919922,0.011924697061137869,40.199068,-8.517184,[5219]
145,32260,-8.422868,41.072819,69,82.0,135.2096099853516,1.8788294229878485e-05,41.072811,-8.422885,[32259]
146,32123,-8.489583,41.506926,69,82.0,150.4468078613281,1.640121946877018e-05,41.506913,-8.489593,[32124]
147,32412,-9.156727,38.760658,69,83.0,81.377685546875,0.00025777509576975635,38.760466,-9.156555,[25342 25343]
148,32124,-8.489593,41.506913,69,83.0,150.4370269775391,1.640121946877018e-05,41.506926,-8.489583,[32123]
149,26110,-8.510079,40.871821,69,84.0,242.46905517578116,0.0007834162367526423,40.871131,-8.509708,[26108]
150,27866,-8.466882,41.353382,69,85.0,70.16326141357422,6.0827625295422836e-06,41.353376,-8.466883000000001,[27867]
151,28436,-8.465076,41.059914,69,86.0,99.45559692382812,1.4142135663389928e-06,41.059915,-8.465077,[28435]
152,49261,-8.698463,41.227263,88,86.0,29.49384689331055,0.0028385674203735252,41.224466,-8.698947,[12487]
153,6737,-8.320867999999999,41.507109,69,87.0,139.29801940917972,2.828427125141542e-06,41.507111,-8.320866,[6736]
154,11772,-9.335661,38.978125,69,88.0,201.7025451660156,3.605551276214303e-06,38.978127,-9.335664,[11771]
155,31024,-8.647063000000001,41.208292,69,88.0,73.81391143798828,3.4928498394061354e-05,41.208306,-8.647031,[31026]
156,26593,-8.364438999999999,41.050997,69,89.0,49.18041610717773,7.280109891640124e-06,41.050999,-8.364446000000001,[26592]
157,31509,-9.127704,38.620224,69,89.0,36.62132263183594,2.236067979003959e-06,38.620222,-9.127703,[31508]
158,22409,-8.391755,41.052583,69,90.0,43.56491470336914,0.00592591132232058,41.05585,-8.396699,[22411]
159,1044,-8.208727,39.46306,69,90.0,144.494384765625,1.4035668845846552e-05,39.463059,-8.208713000000001,[1045]
160,20185,-8.81577,41.703535,145,90.0,8.202062606811522,0.0012745297171911348,41.70466,-8.815171000000003,[20156 20155]
161,27694,-8.485878,40.944372,69,91.0,225.5951995849609,5.510898293406037e-05,40.944383,-8.485824000000001,[46896]
162,27867,-8.466883000000001,41.353376,69,91.0,70.11602783203125,6.0827625295422836e-06,41.353382,-8.466882,[27866]
163,26576,-8.223383,41.149647,69,91.0,128.3744049072266,4.472135954830275e-06,41.149649,-8.223386999999999,[26577]
164,32099,-9.212968,38.766356,69,91.0,95.4227066040039,1.7117242768577572e-05,38.766354,-9.212951,[32097]
165,27367,-9.405826,38.817624,69,91.0,131.30694580078122,0.00032867308986361365,38.817575,-9.406151,[27092]
166,46513,-8.541944,41.416413,69,92.0,165.5610656738281,0.00010344563789859416,41.416443,-8.541845,[29098]
167,6736,-8.320866,41.507111,69,92.0,139.3044586181641,2.828427125141542e-06,41.507109,-8.320867999999999,[6737]
168,22383,-8.454255999999999,41.071586,69,92.0,79.42057037353516,9.34344690114748e-05,41.07157700000001,-8.454163000000001,[22386]
169,30499,-8.646795,41.208303,69,93.0,73.96957397460938,3.178049716198806e-05,41.208316,-8.646766,[30498]
170,30410,-8.655433,41.20053,69,93.0,69.75307464599611,3.999999998782755e-06,41.20053,-8.655437,[30409]
171,26617,-8.35513,41.050752,69,93.0,89.43582916259766,2.262741699485197e-05,41.050768,-8.355146000000001,[26616]
172,1814,-9.15497,38.65507,69,93.0,49.74981307983398,7.368174808015983e-05,38.655047,-9.15504,[30010]
173,30143,-7.1909839999999985,38.872579,145,94.0,312.6819458007812,0.02090783759741865,38.877696,-7.170712,[49226]
174,4838,-7.487653,39.832846,145,95.0,377.3223266601562,0.001736492153745973,39.831112,-7.487746,[4788]
175,3415,-8.383633,41.55357,69,95.0,271.94314575195307,5.099019512912026e-06,41.553569,-8.383628,[3414]
176,32606,-8.465981,41.336547,69,96.0,87.2231216430664,1.6763054616848237e-05,41.336563,-8.465986000000001,[32605]
177,20359,-8.748719,41.360338,69,96.0,20.59469032287598,0.00012379418403173515,41.360324,-8.748842,[20357]
178,26616,-8.355146000000001,41.050768,69,96.0,89.73163604736328,2.262741699485197e-05,41.050752,-8.35513,[26617]
179,21978,-8.388453,41.550014,69,96.0,288.1693420410156,2.0000000020559128e-06,41.550012,-8.388453,[21979]
180,1055,-8.193133,39.459073,69,96.0,93.4076919555664,0.005233140548467725,39.460845,-8.198057,[1053]
181,32605,-8.465986000000001,41.336563,69,97.0,87.11880493164062,1.6763054616848237e-05,41.336547,-8.465981,[32606]
182,22469,-8.4145,41.042794,69,97.0,78.02140808105469,0.0024347084014295648,41.045215,-8.414758,[22437]
183,32170,-8.609409,41.017127,69,99.0,81.55702209472656,3.0083217914619024e-05,41.017119,-8.609438,[32169]
184,32169,-8.609438,41.017119,69,99.0,81.48765563964844,3.0083217914619024e-05,41.017127,-8.609409,[32170]
185,14652,-8.623332000000001,40.860037,69,99.0,10.23040390014648,0.0009028233492738737,40.860936,-8.623415,[14657]
186,5232,-8.452402000000001,40.28193,69,99.0,91.3277816772461,0.00015259095648011855,40.281902,-8.452552,[5233]
187,48153,-8.321330999999999,41.224764,78,99.0,190.1974639892578,1.0000000010279564e-06,41.224764,-8.321332,[48152]
188,13124,-9.20021,38.765079,69,100.0,87.0543212890625,3.162277658925196e-06,38.765078,-9.200213,[13123]
189,26108,-8.509708,40.871131,69,100.0,241.96466064453116,0.0007834162367526423,40.871821,-8.510079,[26109 26110]
190,26272,-9.170427,38.787002,69,100.0,29.07169914245605,2.2360679766207264e-06,38.787001,-9.170425,[26271]
191,30498,-8.646766,41.208316,69,101.0,73.9119644165039,3.178049716198806e-05,41.208303,-8.646795,[30499]
192,46896,-8.485824000000001,40.944383,69,101.0,225.6497039794922,5.510898293406037e-05,40.944372,-8.485878,[27694]
193,20357,-8.748842,41.360324,69,101.0,20.25085258483887,0.00012379418403173515,41.360338,-8.748719,[20359]
194,27030,-9.140045,38.599558,69,101.0,44.94807434082031,0.004083259114967797,38.603049,-9.137927,[27031]
195,27888,-8.369351,41.338672,69,102.0,261.9429321289062,6.324555319535592e-06,41.338666,-8.369349,[27889]
196,3091,-8.426395,41.552189,69,102.0,188.3096466064453,1.6970562753361402e-05,41.552201,-8.426407000000001,[3092]
197,17396,-8.854521,38.537508,69,102.0,19.575603485107425,2.000000000279556e-06,38.537508,-8.854523,[17395]
198,5836,-9.096992,38.774788,69,102.0,17.37216567993164,4.472135956419096e-06,38.77479,-9.096996,[5837]
199,30624,-8.65575,41.19407800000001,69,103.0,83.58061218261719,8.999999998593466e-06,41.19407800000001,-8.655741,[30623]
200,27660,-8.515081,40.9209,69,104.0,198.8663787841797,0.009033580906815676,40.929228,-8.511581,[27655 27656]
201,3168,-8.394067999999999,41.556837,69,104.0,185.8154602050781,2.23606797979837e-06,41.556835,-8.394069,[3169]
202,26721,-8.385993,41.25418,69,105.0,290.9379577636719,7.280109886028093e-06,41.254173,-8.385995,[26720]
203,6562,-8.282792,41.444362,69,105.0,202.4256134033203,3.0000000013075127e-06,41.444362,-8.282789,[6563]
204,23772,-9.10563,38.74087,69,105.0,28.31739234924316,2.2360679726486717e-06,38.740872,-9.105631,[23771]
205,45348,-7.223794,40.562829,145,107.0,863.7447509765625,0.010643756103933666,40.562479,-7.234432000000001,[45349]
206,11776,-9.317991,38.963881,69,107.0,226.8338775634766,4.123105623824417e-06,38.963882,-9.317995,[11775]
207,1037,-8.209307,39.463313,69,107.0,139.02421569824222,1.3152946437440955e-05,39.463315,-8.20932,[1036]
208,26577,-8.223386999999999,41.149649,69,107.0,128.37445068359378,4.472135954830275e-06,41.149647,-8.223383,[26576]
209,22386,-8.454163000000001,41.07157700000001,69,107.0,79.62165832519531,9.34344690114748e-05,41.071586,-8.454255999999999,[22382 22383]
210,28401,-8.462083,41.056799,69,108.0,122.6483840942383,2.23606797979837e-06,41.0568,-8.462081,[28402]
211,1627,-9.243461,38.663417,69,108.0,6.003272533416747,0.0007182603984638852,38.663954,-9.243938,[47453]
212,30406,-8.655562,41.20058,69,108.0,69.31765747070311,3.162277658925196e-06,41.200581,-8.655559,[30405]
213,28255,-8.648055000000001,41.100502,69,108.0,28.43826103210449,1.4142135663389928e-06,41.100503,-8.648054,[28256]
214,29020,-9.207984,38.780617,69,109.0,78.61370086669922,4.472135958007918e-06,38.780621,-9.207982,[29021]
215,6762,-8.299986,41.423396,145,109.0,224.6439514160156,0.0024066002991798576,41.42147,-8.301428999999999,[6698]
216,32270,-8.421464,41.031938,69,111.0,130.2134094238281,2.404163055816161e-05,41.031945,-8.421486999999999,[32269]
217,12885,-8.664214999999999,38.746845,69,111.0,77.59463500976562,2.3345235058745435e-05,38.746828,-8.664199,[12884]
218,26640,-8.246504,41.151306,69,112.0,293.8464050292969,0.00026936406590279794,41.151292,-8.246235,[26586]
219,30935,-8.664962,41.237779,69,113.0,78.1292495727539,2.3600847442511934e-05,41.237793,-8.664981,[30936]
220,27599,-8.475959,40.942616,69,113.0,241.0544738769531,0.010022001496709879,40.944383,-8.485824000000001,[46896]
221,49128,-8.657855999999999,38.740478,69,114.0,79.95703125,9.999999974752427e-07,38.740479,-8.657855999999999,[12882]
222,28352,-8.627161,41.068042,69,115.0,91.1139678955078,9.999999974752427e-07,41.068041,-8.627161,[28351]
223,27905,-8.482894,41.367308,69,115.0,93.7126922607422,6.0827625301263475e-06,41.36730900000001,-8.482888,[27904]
224,26131,-8.471672,40.78862700000001,69,116.0,234.0930023193359,6.082762530710409e-06,40.788628,-8.471678,[26132]
225,26309,-9.170344,38.78696400000001,69,116.0,30.00925064086914,1.4142135663389928e-06,38.786963,-9.170343,[26308]
226,5249,-8.50906,40.191495,69,116.0,28.3823127746582,1.4142135613146968e-06,40.191496,-8.509058999999999,[5248]
227,22649,-8.501875,41.097089,69,116.0,66.97154998779297,2.2360679726486717e-06,41.097091,-8.501876,[22682]
228,29617,-7.75865,40.596949,145,116.0,503.6286010742188,0.004628973212284523,40.592406,-7.759538,[29616]
229,32269,-8.421486999999999,41.031945,69,117.0,130.0467376708984,2.404163055816161e-05,41.031938,-8.421464,[32270]
230,12883,-8.657867999999999,38.740491,69,117.0,79.95983123779297,1.4999999997655774e-05,38.740479,-8.657859,[49127]
231,784,-7.892886,37.146421,145,117.0,209.9188079833984,0.008833000905688917,37.153485,-7.898189,[785]
232,30202,-9.243892,38.664042,145,117.0,5.677275657653809,9.929753269644524e-05,38.663954,-9.243938,[47453]
233,27366,-9.405826,38.817624,69,118.0,131.30694580078122,0.00032867308986361365,38.817575,-9.406151,[27092]
234,30515,-8.641084,41.217041,69,118.0,59.80450439453125,2.601922365376112e-05,41.217015,-8.641085,[30514]
235,27648,-8.60501,40.98372,69,118.0,84.250732421875,9.340770846170936e-05,40.983745,-8.6051,[27645 27646]
236,26080,-8.467713999999999,40.855932,69,118.0,262.5286865234375,0.0004991482745635484,40.856162,-8.468157000000001,[26077]
237,8873,-9.147292,38.742263,69,118.0,71.476318359375,0.00018580904176029736,38.742305,-9.147111,[24546]
