,id_x,cluster_conti_x,lat_x,lng_x,closest_lat,closest_lng,id_y,cluster_conti_y,max_vis,avg_daily_view,lat_final,lng_final,cluster_final
32,22396,0,41.071821,-8.401862,41.070935999999996,-8.401256,22446,0,69,280.0,41.071821,-8.401862,0
33,22396,0,41.071821,-8.401862,41.070935999999996,-8.401256,22447,0,69,281.0,41.071821,-8.401862,0
34,28431,0,41.067437,-8.487928,41.067282,-8.487349,28678,0,69,62.0,41.067437,-8.487928,0
35,26689,0,41.309635,-8.328021000000001,41.309369000000004,-8.328206,26756,0,69,61.0,41.309635,-8.328021000000001,0
36,6666,0,41.487706,-8.316225,41.4877,-8.316180000000001,6667,0,69,60.0,41.487706,-8.316225,0
37,5274,0,40.267352,-8.445205999999999,40.267336,-8.445182,5275,0,69,457.0,40.267352,-8.445205999999999,0
38,49291,0,38.710662,-9.204441000000001,38.710556,-9.20448,49290,0,88,3886.0,38.710662,-9.204441000000001,0
39,29945,2,40.783429999999996,-7.354813,40.758661,-7.3339,30018,2,145,156.0,40.783429999999996,-7.354813,2
40,5292,0,40.268714,-8.429831,40.268692,-8.42987,5291,0,69,32.0,40.268714,-8.429831,0
41,20805,0,40.655335,-7.88271,40.655332,-7.8827110000000005,20804,0,69,52.0,40.655335,-7.88271,0
42,30412,0,41.200373,-8.655484,41.200398,-8.655476,30411,0,69,34.0,41.200373,-8.655484,0
43,26705,0,41.304893,-8.381993,41.304897,-8.381979,26704,0,69,58.0,41.304893,-8.381993,0
44,5180,0,40.246221999999996,-8.393765,40.240930999999996,-8.404677000000001,5298,0,69,71.0,40.246221999999996,-8.393765,0
45,28435,0,41.059915000000004,-8.465077,41.059914,-8.465076,28436,0,69,86.0,41.059915000000004,-8.465077,0
46,22184,0,40.993829999999996,-8.630125999999999,40.993852000000004,-8.630125,22185,0,69,222.0,40.993829999999996,-8.630125999999999,0
47,49309,0,41.26295800000001,-8.563193,41.264633,-8.564503,49310,0,88,358.0,41.26295800000001,-8.563193,0
48,21613,0,38.758998999999996,-9.217723,38.759,-9.217727,21612,0,69,191.0,38.758998999999996,-9.217723,0
49,27644,0,41.007643,-8.462147,41.008311,-8.462448,27562,0,69,579.0,41.007643,-8.462147,0
50,26642,0,41.052162,-8.368324000000001,41.052294,-8.368734,26591,0,69,51.0,41.052162,-8.368324000000001,0
51,1822,0,38.687737,-9.146721000000001,38.6878,-9.146613,1818,0,69,34.0,38.687737,-9.146721000000001,0
52,5222,0,40.180012,-8.421954,40.180014,-8.421954,5223,0,69,151.0,40.180012,-8.421954,0
53,22382,0,41.071585999999996,-8.454255999999999,41.07157700000001,-8.454163000000001,22386,0,69,107.0,41.071585999999996,-8.454255999999999,0
54,29880,2,40.514612,-8.50182,40.519246,-8.501277,29637,2,145,332.0,40.514612,-8.50182,2
55,5233,0,40.281902,-8.452552,40.281929999999996,-8.452402000000001,5232,0,69,99.0,40.281902,-8.452552,0
56,29924,2,40.351855,-7.825597,40.35070200000001,-7.85353,29923,2,145,5020.0,40.351855,-7.825597,2
57,26592,0,41.050999,-8.364446000000001,41.050996999999995,-8.364438999999999,26593,0,69,89.0,41.050999,-8.364446000000001,0
58,31474,0,38.609508,-9.102085,38.609518,-9.102107,31476,0,69,69.0,38.609508,-9.102085,0
59,26074,0,40.837707,-8.479952,40.837708,-8.47995,26073,0,69,54.0,40.837707,-8.479952,0
60,26591,0,41.052294,-8.368734,41.052296999999996,-8.368742,26590,0,69,141.0,41.052294,-8.368734,0
61,26589,0,41.158512,-8.24351,41.158504,-8.243514999999999,26588,0,69,63.0,41.158512,-8.24351,0
62,31475,0,38.609508,-9.102085,38.609518,-9.102107,31476,0,69,69.0,38.609508,-9.102085,0
63,22754,0,41.065089,-8.400497,41.065082000000004,-8.400495,22753,0,69,77.0,41.065089,-8.400497,0
64,6285,0,40.148077,-8.848600999999997,40.147899,-8.848985,6248,1,69,15905.0,40.147899,-8.848985,1
65,1116,0,37.021335,-7.966191999999999,37.021334,-7.966193,1117,0,69,3927.0,37.021335,-7.966191999999999,0
66,20804,0,40.655332,-7.8827110000000005,40.655335,-7.88271,20805,0,69,44.0,40.655332,-7.8827110000000005,0
67,27655,0,40.929228,-8.511581,40.929312,-8.511407,27657,0,69,3135.0,40.929228,-8.511581,0
68,30414,0,41.200145,-8.655557,41.200168,-8.655550999999999,30413,0,69,72.0,41.200145,-8.655557,0
69,26718,0,41.309881,-8.368138,41.309874,-8.368138,26719,0,69,124.0,41.309881,-8.368138,0
70,19328,0,40.9142,-8.488782,40.912938,-8.489842,19339,0,69,1483.0,40.9142,-8.488782,0
71,3881,0,38.7411,-9.398449000000001,38.741038,-9.398827,3884,0,69,488.0,38.7411,-9.398449000000001,0
72,26073,0,40.837708,-8.47995,40.837707,-8.479952,26074,0,69,51.0,40.837708,-8.47995,0
73,31709,0,41.179156,-8.673699000000001,41.17915,-8.673701,31710,0,69,861.0,41.179156,-8.673699000000001,0
74,20800,0,40.652648,-7.888644999999999,40.652584999999995,-7.888203999999999,20803,0,69,39.0,40.652648,-7.888644999999999,0
75,5435,0,40.214564,-8.432857,40.214496999999994,-8.432922999999999,5437,0,69,68.0,40.214564,-8.432857,0
76,5435,0,40.214564,-8.432857,40.214496999999994,-8.432922999999999,5438,0,69,2725.0,40.214564,-8.432857,0
77,1830,0,38.687946000000004,-9.14703,38.687948,-9.147031,1831,0,69,3137.0,38.687946000000004,-9.14703,0
78,5431,0,40.21468,-8.43267,40.214686,-8.432738,5433,0,69,38.0,40.21468,-8.43267,0
79,5431,0,40.21468,-8.43267,40.214686,-8.432738,5434,0,69,883.0,40.21468,-8.43267,0
80,27643,0,41.007643,-8.462147,41.008311,-8.462448,27562,0,69,579.0,41.007643,-8.462147,0
81,26704,0,41.304897,-8.381979,41.304893,-8.381993,26705,0,69,45.0,41.304897,-8.381979,0
82,27302,0,38.81623,-9.386282000000001,38.815888,-9.393341,27098,0,69,2095.0,38.81623,-9.386282000000001,0
83,5186,0,40.200828,-8.485342,40.200826,-8.485342,5187,0,69,124.0,40.200828,-8.485342,0
84,3167,0,41.557831,-8.39134,41.557829999999996,-8.391333,3166,0,69,125.0,41.557831,-8.39134,0
85,6667,0,41.4877,-8.316180000000001,41.487706,-8.316225,6666,0,69,42.0,41.4877,-8.316180000000001,0
86,30488,0,41.194272999999995,-8.655545,41.194299,-8.655676,30627,0,69,3113.0,41.194272999999995,-8.655545,0
87,11768,0,38.970462,-9.324968,38.970477,-9.324981,11767,0,69,164.0,38.970462,-9.324968,0
88,26756,0,41.309369000000004,-8.328206,41.309635,-8.328021000000001,26689,0,69,42.0,41.309369000000004,-8.328206,0
89,358,0,38.700433000000004,-9.418275999999999,38.700441,-9.418247000000001,359,0,71,5201.0,38.700433000000004,-9.418275999999999,0
90,15652,0,41.150794,-8.600192,41.150797999999995,-8.600191,15651,1,69,16385.0,41.150797999999995,-8.600191,1
91,13486,0,38.699057,-9.229711,38.699067,-9.230046000000002,13187,0,75,8340.0,38.699057,-9.229711,0
92,13486,0,38.699057,-9.229711,38.699067,-9.230046000000002,13188,0,75,8554.0,38.699057,-9.229711,0
93,28678,0,41.067282,-8.487349,41.067437,-8.487928,28431,0,69,41.0,41.067282,-8.487349,0
94,29069,0,40.801057,-8.570755,40.807165999999995,-8.572410000000001,46235,1,69,11819.0,40.807165999999995,-8.572410000000001,1
95,27303,0,38.81623,-9.386282000000001,38.815888,-9.393341,27098,0,69,2095.0,38.81623,-9.386282000000001,0
96,26588,0,41.158504,-8.243514999999999,41.158512,-8.24351,26589,0,69,51.0,41.158504,-8.243514999999999,0
97,49256,0,40.681019,-7.927036999999999,40.6776,-7.9258130000000016,20808,0,69,174.0,40.681019,-7.927036999999999,0
98,27307,0,38.750786,-9.311686,38.750785,-9.311695,27306,0,69,119.0,38.750786,-9.311686,0
99,27110,0,38.871959000000004,-9.30143,38.871958,-9.301427,27111,0,69,144.0,38.871959000000004,-9.30143,0
100,30961,0,41.369197,-8.749533999999999,41.369196,-8.749538000000001,30962,0,69,754.0,41.369197,-8.749533999999999,0
101,5264,0,40.211642,-8.467779,40.213429,-8.465779,5118,0,69,2351.0,40.211642,-8.467779,0
102,1054,0,39.464929999999995,-8.215,39.464915999999995,-8.214174,1042,0,89,147.0,39.464929999999995,-8.215,0
103,15377,0,41.15550800000001,-8.59003,41.15550800000001,-8.590038,15376,0,69,3386.0,41.15550800000001,-8.59003,0
104,5437,0,40.214496999999994,-8.432922999999999,40.214441,-8.432983,5440,0,69,3551.0,40.214496999999994,-8.432922999999999,0
105,45349,2,40.562478999999996,-7.234432000000001,40.562829,-7.223794,45348,2,145,107.0,40.562478999999996,-7.234432000000001,2
106,31003,0,41.216766,-8.640985,41.21678,-8.641102,30512,0,69,2236.0,41.216766,-8.640985,0
107,5439,0,40.21444,-8.432983,40.214441,-8.432983,5440,0,69,3551.0,40.21444,-8.432983,0
108,31476,0,38.609518,-9.102107,38.609508,-9.102085,31474,0,69,50.0,38.609518,-9.102107,0
109,31476,0,38.609518,-9.102107,38.609508,-9.102085,31475,0,69,51.0,38.609518,-9.102107,0
110,16890,0,41.404789,-8.625532000000002,41.404783,-8.625531,16891,0,69,331.0,41.404789,-8.625532000000002,0
111,5298,0,40.240930999999996,-8.404677000000001,40.240928000000004,-8.404677000000001,5297,0,69,386.0,40.240930999999996,-8.404677000000001,0
112,27581,0,40.890921999999996,-8.524460000000001,40.890921999999996,-8.524455999999999,27582,0,69,72.0,40.890921999999996,-8.524460000000001,0
113,14821,0,41.14856500000001,-8.585979,41.148555,-8.585991,14819,0,69,3934.0,41.14856500000001,-8.585979,0
114,30413,0,41.200168,-8.655550999999999,41.200145,-8.655557,30414,0,69,52.0,41.200168,-8.655550999999999,0
115,27582,0,40.890921999999996,-8.524455999999999,40.890921999999996,-8.524460000000001,27581,0,69,71.0,40.890921999999996,-8.524455999999999,0
116,19836,0,41.193865,-8.500351,41.193853000000004,-8.500383,19835,0,69,5768.0,41.193865,-8.500351,0
117,3224,0,41.55743,-8.39087,41.557431,-8.39086,3225,0,69,1282.0,41.55743,-8.39087,0
118,32278,0,41.145185,-8.553756,41.145184,-8.553757000000001,32277,0,69,6293.0,41.145185,-8.553756,0
119,1036,0,39.463315,-8.20932,39.463313,-8.209307,1037,0,69,107.0,39.463315,-8.20932,0
120,31810,0,41.177177,-8.646371,41.177196,-8.646393,31808,0,69,812.0,41.177177,-8.646371,0
121,3230,0,41.553301,-8.384129,41.553304,-8.384125,3231,0,69,246.0,41.553301,-8.384129,0
122,17387,0,38.537652,-8.854885000000003,38.537651000000004,-8.854889,17388,0,69,1057.0,38.537652,-8.854885000000003,0
123,32280,0,41.145171999999995,-8.553745,41.145171999999995,-8.553746,32279,0,69,6297.0,41.145171999999995,-8.553745,0
124,31127,0,38.669053999999996,-9.169949,38.668954,-9.169924,31198,0,69,904.0,38.669053999999996,-9.169949,0
125,28082,0,41.319231,-8.620286,41.320444,-8.62066,28084,0,69,190.0,41.319231,-8.620286,0
126,1068,0,40.21063400000001,-8.425207,40.209933,-8.425293,1058,0,69,3302.0,40.21063400000001,-8.425207,0
127,48971,0,40.918168,-8.421371,40.918161,-8.427719999999999,26146,0,69,560.0,40.918168,-8.421371,0
128,26068,0,40.878632,-8.508569999999999,40.87863400000001,-8.508571,26067,0,69,168.0,40.878632,-8.508569999999999,0
129,45346,0,40.51068,-7.23424,40.533439,-7.242689,6331,2,145,770.0,40.533439,-7.242689,2
130,30408,0,41.200556,-8.655424,41.200557,-8.655428,30407,0,69,157.0,41.200556,-8.655424,0
131,20715,0,40.659223,-7.922996,40.659194,-7.9230009999999975,20713,0,75,127.0,40.659223,-7.922996,0
132,20715,0,40.659223,-7.922996,40.659194,-7.9230009999999975,20714,0,75,137.0,40.659223,-7.922996,0
133,17395,0,38.537508,-8.854523,38.537508,-8.854521,17396,0,69,102.0,38.537508,-8.854523,0
134,22753,0,41.065082000000004,-8.400495,41.065089,-8.400497,22754,0,69,51.0,41.065082000000004,-8.400495,0
135,4817,0,39.822049,-7.494074,39.822047999999995,-7.494075,4818,0,69,159.0,39.822049,-7.494074,0
136,3092,0,41.552201000000004,-8.426407000000001,41.552189,-8.426395,3091,0,69,102.0,41.552201000000004,-8.426407000000001,0
137,26716,0,41.277851,-8.377944,41.277879999999996,-8.377966,26717,0,69,4760.0,41.277851,-8.377944,0
138,20716,0,40.659223,-7.922996,40.659194,-7.9230009999999975,20713,0,75,127.0,40.659223,-7.922996,0
139,20716,0,40.659223,-7.922996,40.659194,-7.9230009999999975,20714,0,75,137.0,40.659223,-7.922996,0
140,1782,0,38.654252,-9.218161,38.65425,-9.218167,1783,0,69,688.0,38.654252,-9.218161,0
141,4871,0,40.1941,-8.460542,40.194096,-8.460541000000001,4870,0,69,782.0,40.1941,-8.460542,0
142,22614,0,41.088526,-8.49616,41.088525,-8.496156,22613,0,69,81.0,41.088526,-8.49616,0
143,14669,0,40.863965,-8.616909,40.862193,-8.617037,14654,1,69,9501.0,40.862193,-8.617037,1
144,22415,0,41.066122,-8.433464,41.060045,-8.432072,32289,0,69,124.0,41.066122,-8.433464,0
145,22435,0,41.036961,-8.416426,41.038188,-8.419555,22426,0,69,898.0,41.036961,-8.416426,0
146,6311,0,40.139340000000004,-7.5052520000000005,40.13933,-7.505242,6309,0,75,2376.0,40.139340000000004,-7.5052520000000005,0
147,6311,0,40.139340000000004,-7.5052520000000005,40.13933,-7.505242,6310,0,75,2878.0,40.139340000000004,-7.5052520000000005,0
148,6312,0,40.139340000000004,-7.5052520000000005,40.13933,-7.505242,6309,0,75,2376.0,40.139340000000004,-7.5052520000000005,0
149,6312,0,40.139340000000004,-7.5052520000000005,40.13933,-7.505242,6310,0,75,2878.0,40.139340000000004,-7.5052520000000005,0
150,32259,0,41.072811,-8.422885,41.072819,-8.422868,32260,0,69,82.0,41.072811,-8.422885,0
151,22613,0,41.088525,-8.496156,41.088526,-8.49616,22614,0,69,79.0,41.088525,-8.496156,0
152,30973,0,41.369109,-8.749626,41.369111,-8.749626,30974,0,69,949.0,41.369109,-8.749626,0
153,26579,0,41.179628,-8.239782,41.179631,-8.239788,26578,0,69,185.0,41.179628,-8.239782,0
154,5022,0,40.19066,-8.52564,40.199068,-8.517184,5219,0,69,2308.0,40.19066,-8.52564,0
155,32260,0,41.072819,-8.422868,41.072811,-8.422885,32259,0,69,80.0,41.072819,-8.422868,0
156,32123,0,41.506926,-8.489583,41.506913,-8.489593,32124,0,69,83.0,41.506926,-8.489583,0
157,32412,0,38.760658,-9.156727,38.760466,-9.156555,25342,0,69,5457.0,38.760658,-9.156727,0
158,32412,0,38.760658,-9.156727,38.760466,-9.156555,25343,0,69,6483.0,38.760658,-9.156727,0
159,32124,0,41.506913,-8.489593,41.506926,-8.489583,32123,0,69,82.0,41.506913,-8.489593,0
160,26110,0,40.871821000000004,-8.510079,40.871131,-8.509708,26108,0,69,100.0,40.871821000000004,-8.510079,0
161,27866,0,41.353382,-8.466882,41.353376000000004,-8.466883000000001,27867,0,69,91.0,41.353382,-8.466882,0
162,28436,0,41.059914,-8.465076,41.059915000000004,-8.465077,28435,0,69,45.0,41.059914,-8.465076,0
163,49261,0,41.227263,-8.698463,41.224466,-8.698947,12487,0,69,6779.0,41.227263,-8.698463,0
164,6737,0,41.507109,-8.320867999999999,41.507111,-8.320866,6736,0,69,92.0,41.507109,-8.320867999999999,0
165,11772,0,38.978125,-9.335661,38.978127,-9.335664,11771,0,69,297.0,38.978125,-9.335661,0
166,31024,0,41.208292,-8.647063000000001,41.208306,-8.647031,31026,0,69,129.0,41.208292,-8.647063000000001,0
167,26593,0,41.050996999999995,-8.364438999999999,41.050999,-8.364446000000001,26592,0,69,49.0,41.050996999999995,-8.364438999999999,0
168,31509,0,38.620224,-9.127704,38.620222,-9.127703,31508,0,69,189.0,38.620224,-9.127704,0
169,22409,0,41.052583,-8.391755,41.05585,-8.396699,22411,0,69,559.0,41.052583,-8.391755,0
170,1044,0,39.46306,-8.208727,39.463059,-8.208713000000001,1045,0,69,123.0,39.46306,-8.208727,0
171,20185,2,41.703534999999995,-8.81577,41.70466,-8.815171000000003,20156,0,69,8700.0,41.703534999999995,-8.81577,2
172,20185,2,41.703534999999995,-8.81577,41.70466,-8.815171000000003,20155,1,69,10085.0,41.703534999999995,-8.81577,2
173,27694,0,40.944371999999994,-8.485878,40.944383,-8.485824000000001,46896,0,69,101.0,40.944371999999994,-8.485878,0
174,27867,0,41.353376000000004,-8.466883000000001,41.353382,-8.466882,27866,0,69,85.0,41.353376000000004,-8.466883000000001,0
175,26576,0,41.149646999999995,-8.223383,41.149649,-8.223386999999999,26577,0,69,107.0,41.149646999999995,-8.223383,0
176,32099,0,38.766356,-9.212968,38.766354,-9.212951,32097,0,69,3462.0,38.766356,-9.212968,0
177,27367,0,38.817624,-9.405826,38.817575,-9.406151,27092,0,69,139.0,38.817624,-9.405826,0
178,46513,0,41.416413,-8.541944,41.416443,-8.541845,29098,0,69,548.0,41.416413,-8.541944,0
179,6736,0,41.507111,-8.320866,41.507109,-8.320867999999999,6737,0,69,87.0,41.507111,-8.320866,0
180,22383,0,41.071585999999996,-8.454255999999999,41.07157700000001,-8.454163000000001,22386,0,69,107.0,41.071585999999996,-8.454255999999999,0
181,30499,0,41.208303,-8.646795,41.208315999999996,-8.646766,30498,0,69,101.0,41.208303,-8.646795,0
182,30410,0,41.20053,-8.655433,41.20053,-8.655437,30409,0,69,178.0,41.20053,-8.655433,0
183,26617,0,41.050752,-8.35513,41.050768,-8.355146000000001,26616,0,69,96.0,41.050752,-8.35513,0
184,1814,0,38.65507,-9.15497,38.655046999999996,-9.15504,30010,2,145,257.0,38.655046999999996,-9.15504,2
185,30143,2,38.872578999999995,-7.190983999999999,38.877696,-7.170712,49226,1,88,9534.0,38.872578999999995,-7.190983999999999,2
186,4838,2,39.832846,-7.487653,39.831112,-7.4877460000000005,4788,0,69,343.0,39.832846,-7.487653,2
187,3415,0,41.55357,-8.383633,41.553569,-8.383628,3414,0,69,204.0,41.55357,-8.383633,0
188,32606,0,41.336546999999996,-8.465981,41.336563,-8.465986000000001,32605,0,69,97.0,41.336546999999996,-8.465981,0
189,20359,0,41.360338,-8.748719,41.360324,-8.748842,20357,0,69,101.0,41.360338,-8.748719,0
190,26616,0,41.050768,-8.355146000000001,41.050752,-8.35513,26617,0,69,93.0,41.050768,-8.355146000000001,0
191,21978,0,41.550014000000004,-8.388453,41.550012,-8.388453,21979,0,69,422.0,41.550014000000004,-8.388453,0
192,1055,0,39.459073,-8.193133,39.460845,-8.198057,1053,0,69,2022.0,39.459073,-8.193133,0
193,32605,0,41.336563,-8.465986000000001,41.336546999999996,-8.465981,32606,0,69,96.0,41.336563,-8.465986000000001,0
194,22469,0,41.042794,-8.4145,41.045215,-8.414758,22437,0,69,33.0,41.042794,-8.4145,0
195,32170,0,41.017127,-8.609409,41.017119,-8.609438,32169,0,69,99.0,41.017127,-8.609409,0
196,32169,0,41.017119,-8.609438,41.017127,-8.609409,32170,0,69,99.0,41.017119,-8.609438,0
197,14652,0,40.860037,-8.623332000000001,40.860935999999995,-8.623415,14657,0,69,1637.0,40.860037,-8.623332000000001,0
198,5232,0,40.281929999999996,-8.452402000000001,40.281902,-8.452552,5233,0,69,49.0,40.281929999999996,-8.452402000000001,0
199,48153,0,41.224764,-8.321330999999999,41.224764,-8.321332,48152,0,78,606.0,41.224764,-8.321330999999999,0
200,13124,0,38.765079,-9.20021,38.765078,-9.200213,13123,0,69,2858.0,38.765079,-9.20021,0
201,26108,0,40.871131,-8.509708,40.871821000000004,-8.510079,26109,0,69,32.0,40.871131,-8.509708,0
202,26108,0,40.871131,-8.509708,40.871821000000004,-8.510079,26110,0,69,84.0,40.871131,-8.509708,0
203,26272,0,38.787002,-9.170427,38.787001000000004,-9.170425,26271,0,69,1922.0,38.787002,-9.170427,0
204,30498,0,41.208315999999996,-8.646766,41.208303,-8.646795,30499,0,69,93.0,41.208315999999996,-8.646766,0
205,46896,0,40.944383,-8.485824000000001,40.944371999999994,-8.485878,27694,0,69,91.0,40.944383,-8.485824000000001,0
206,20357,0,41.360324,-8.748842,41.360338,-8.748719,20359,0,69,96.0,41.360324,-8.748842,0
207,27030,0,38.599558,-9.140044999999999,38.603049,-9.137927000000001,27031,0,69,1924.0,38.599558,-9.140044999999999,0
208,27888,0,41.338671999999995,-8.369351,41.338665999999996,-8.369349,27889,0,69,277.0,41.338671999999995,-8.369351,0
209,3091,0,41.552189,-8.426395,41.552201000000004,-8.426407000000001,3092,0,69,78.0,41.552189,-8.426395,0
210,17396,0,38.537508,-8.854521,38.537508,-8.854523,17395,0,69,77.0,38.537508,-8.854521,0
211,5836,0,38.774788,-9.096992,38.77479,-9.096996,5837,0,69,7309.0,38.774788,-9.096992,0
212,30624,0,41.19407800000001,-8.65575,41.19407800000001,-8.655741,30623,0,69,2679.0,41.19407800000001,-8.65575,0
213,27660,0,40.9209,-8.515081,40.929228,-8.511581,27655,0,69,52.0,40.9209,-8.515081,0
214,27660,0,40.9209,-8.515081,40.929228,-8.511581,27656,0,69,1514.0,40.9209,-8.515081,0
215,3168,0,41.556837,-8.394067999999999,41.556835,-8.394069,3169,0,69,2862.0,41.556837,-8.394067999999999,0
216,26721,0,41.25418,-8.385993,41.254173,-8.385995,26720,0,69,328.0,41.25418,-8.385993,0
217,6562,0,41.444362,-8.282792,41.444362,-8.282789,6563,0,69,282.0,41.444362,-8.282792,0
218,23772,0,38.74087,-9.10563,38.740871999999996,-9.105630999999999,23771,0,69,1425.0,38.74087,-9.10563,0
219,45348,2,40.562829,-7.223794,40.562478999999996,-7.234432000000001,45349,2,145,68.0,40.562829,-7.223794,2
220,11776,0,38.963881,-9.317991000000001,38.963882,-9.317995,11775,0,69,185.0,38.963881,-9.317991000000001,0
221,1037,0,39.463313,-8.209307,39.463315,-8.20932,1036,0,69,74.0,39.463313,-8.209307,0
222,26577,0,41.149649,-8.223386999999999,41.149646999999995,-8.223383,26576,0,69,91.0,41.149649,-8.223386999999999,0
223,22386,0,41.07157700000001,-8.454163000000001,41.071585999999996,-8.454255999999999,22382,0,69,48.0,41.07157700000001,-8.454163000000001,0
224,22386,0,41.07157700000001,-8.454163000000001,41.071585999999996,-8.454255999999999,22383,0,69,92.0,41.07157700000001,-8.454163000000001,0
225,28401,0,41.056799,-8.462083,41.0568,-8.462081,28402,0,69,177.0,41.056799,-8.462083,0
226,1627,0,38.663416999999995,-9.243461,38.663954,-9.243938,47453,2,145,1104.0,38.663954,-9.243938,2
227,30406,0,41.20058,-8.655562,41.200581,-8.655559,30405,0,69,133.0,41.20058,-8.655562,0
228,28255,0,41.100502,-8.648055000000001,41.100503,-8.648054,28256,0,69,203.0,41.100502,-8.648055000000001,0
229,29020,0,38.780617,-9.207984,38.780621000000004,-9.207982000000001,29021,0,69,2909.0,38.780617,-9.207984,0
230,6762,2,41.423396000000004,-8.299986,41.42147,-8.301428999999999,6698,0,69,6549.0,41.423396000000004,-8.299986,2
231,32270,0,41.031938000000004,-8.421464,41.031945,-8.421486999999999,32269,0,69,117.0,41.031938000000004,-8.421464,0
232,12885,0,38.746845,-8.664214999999999,38.746828,-8.664199,12884,0,69,138.0,38.746845,-8.664214999999999,0
233,26640,0,41.151306,-8.246504,41.151292,-8.246235,26586,0,69,130.0,41.151306,-8.246504,0
234,30935,0,41.237778999999996,-8.664962,41.237792999999996,-8.664981,30936,0,69,1620.0,41.237778999999996,-8.664962,0
235,27599,0,40.942615999999994,-8.475959,40.944383,-8.485824000000001,46896,0,69,101.0,40.942615999999994,-8.475959,0
236,49128,0,38.740478,-8.657855999999999,38.740479,-8.657855999999999,12882,0,69,120.0,38.740478,-8.657855999999999,0
237,28352,0,41.068042,-8.627161,41.068041,-8.627161,28351,0,69,2612.0,41.068042,-8.627161,0
238,27905,0,41.367308,-8.482894,41.36730900000001,-8.482888,27904,0,69,211.0,41.367308,-8.482894,0
