,lat,lng,id_list
79,37.018403,-7.93945,[1100]
80,37.01849,-7.9226149999999995,[6071]
81,37.01852,-7.922928999999999,[6060]
82,37.018553999999995,-7.927231,[6140]
83,37.018677000000004,-7.923008,[1097]
84,37.018683,-7.9384369999999995,[46927]
85,37.018685,-7.938414999999999,[866]
86,37.018794,-7.9225389999999996,[6036]
87,37.018796,-7.922541000000001,[6037]
88,37.018862,-7.922746000000001,[6082]
89,37.01891,-7.9340399999999995,[6171]
90,37.019006,-7.930483000000001,[6209]
91,37.019008,-7.926808,[6143]
92,37.01948,-7.934918,[6165]
93,37.019551,-7.928327,[6146]
94,37.019576,-7.92939,[919]
95,37.019576,-7.929385000000001,[918]
96,37.019808000000005,-7.9232949999999995,[6210]
97,37.019890000000004,-7.928145,[6138 6139]
98,37.020168,-7.9638279999999995,[1119]
99,37.020178,-7.963832000000001,[1118]
100,37.020449,-7.938492999999999,[6166]
101,37.02045,-7.938492999999999,[6167]
102,37.020679,-7.923697,[6104]
103,37.020686,-7.9233839999999995,[954]
104,37.020784,-7.9235050000000005,[5983]
105,37.020785,-7.9235050000000005,[5984]
106,37.020795,-7.924045,[6115]
107,37.020802,-7.9283600000000005,[6149]
108,37.021009,-7.939417999999999,[6201]
109,37.021065,-7.9271970000000005,[46929]
110,37.021068,-7.927199000000001,[22298]
111,37.021088,-7.927207000000001,[869]
112,37.021224,-7.971760000000001,[1108]
113,37.021226,-7.971757000000001,[1109]
114,37.021257,-7.92386,[6093]
115,37.021309,-7.934533999999999,[6191]
116,37.021309,-7.934532000000001,[6192]
117,37.021324,-7.935241,[6162]
118,37.021325,-7.934392999999999,[46928]
119,37.021325,-7.934391000000001,[22297]
120,37.021327,-7.934394999999999,[868]
121,37.021328999999994,-7.9331179999999994,[6194]
122,37.021330999999996,-7.9331190000000005,[6195]
123,37.021334,-7.966193,[1117]
124,37.021335,-7.9661919999999995,[1116]
125,37.021721,-7.968342999999999,[1111]
126,37.021723,-7.9683399999999995,[1110]
127,37.021784999999994,-7.940128,[5952 5953]
128,37.021815000000004,-7.930339999999999,[1091]
129,37.021836,-7.9401839999999995,[5963]
130,37.021837,-7.9401839999999995,[5964]
131,37.02193,-7.9716070000000006,[1107]
132,37.021941,-7.971622,[1106]
133,37.022203999999995,-7.927346000000001,[1098]
134,37.022355,-7.975747999999999,[936]
135,37.022366,-7.975826,[939]
136,37.022446,-7.927755,[6132]
137,37.022608,-7.924974000000001,[6114]
138,37.022609,-7.924973,[6113]
139,37.022785999999996,-7.970455,[45429]
140,37.023084000000004,-7.965649000000001,[1115]
141,37.023084000000004,-7.965644999999999,[1114]
142,37.023139,-7.929611,[1094]
143,37.02319,-7.9296169999999995,[6205]
144,37.023221,-7.930269,[953]
145,37.023265,-7.925312,[911]
146,37.023434,-7.968072,[1113]
147,37.023436,-7.968068,[1112]
148,37.023590000000006,-7.931275,[1104]
149,37.023665,-7.926009,[6207]
150,37.023715,-7.929994000000001,[6206]
151,37.023722,-7.931735000000001,[46930]
152,37.023747,-7.942804,[1092]
153,37.023747,-7.9317470000000005,[870]
154,37.023775,-7.844967,[14606]
155,37.023777,-7.8449279999999995,[14607]
156,37.023878,-7.9270380000000005,[922]
157,37.023922,-7.926057000000001,[6103 6102]
158,37.023949,-7.927047999999999,[933]
159,37.023961,-7.837486999999999,[14614]
160,37.023962,-7.943092999999999,[6169 6170]
161,37.023996999999994,-7.970467,[982]
162,37.024012,-7.97037,[940]
163,37.024017,-7.970289999999999,[900]
164,37.024021999999995,-7.970185000000001,[977]
165,37.024079,-7.926715,[6126]
166,37.024125,-7.926164999999999,[1089]
167,37.024204,-7.943327,[6202]
168,37.024254,-7.939636999999999,[865]
169,37.024254,-7.9396119999999994,[46926 22295]
170,37.024398,-7.919053999999999,[6181]
171,37.024398,-7.919053,[6180]
172,37.024475,-7.926219000000001,[6129]
173,37.024584000000004,-7.9233649999999995,[871]
174,37.02459,-7.9233649999999995,[46931]
175,37.024771,-7.9274119999999995,[6005]
176,37.024772,-7.9274119999999995,[6004]
177,37.024842,-7.9315169999999995,[46565]
178,37.024896999999996,-7.917311,[6218]
179,37.024901,-7.942659,[5995]
180,37.024921,-7.922611,[963]
181,37.025065000000005,-7.927408,[46932]
182,37.025071000000004,-7.9166929999999995,[6217]
183,37.025125,-7.927509,[872]
184,37.025234000000005,-7.919275999999999,[6204]
185,37.025287,-7.9277880000000005,[6179]
186,37.025287,-7.9277869999999995,[6178]
187,37.025318,-7.940324,[6091]
188,37.025319,-7.940322999999999,[6092]
189,37.025324,-7.939753,[5922]
190,37.025476,-7.9308190000000005,[1105]
191,37.025511,-7.936710000000001,[6213]
192,37.025534,-7.933502000000001,[46564]
193,37.025537,-7.933444000000001,[46567]
194,37.025583000000005,-7.940641,[6081]
195,37.025584,-7.940639,[6080]
196,37.025605999999996,-7.937504,[916]
197,37.025605999999996,-7.9375029999999995,[917]
198,37.025669,-7.928732000000001,[6212]
199,37.025698999999996,-7.932769,[6125]
200,37.0257,-7.938492999999999,[6211]
201,37.025701,-7.932772999999999,[6124]
202,37.025751,-7.929428999999999,[920]
203,37.025752000000004,-7.929423,[921]
204,37.025763,-7.931885,[935]
205,37.025791999999996,-7.9313139999999995,[6159]
206,37.02584,-7.936101,[6135]
207,37.02584,-7.918702000000001,[6144]
208,37.025842,-7.9187009999999995,[6145]
209,37.025889,-7.935372999999999,[5993]
210,37.025890000000004,-7.935374,[5994]
211,37.025894,-7.932271000000001,[931]
212,37.026036,-7.932308,[6168]
213,37.026235,-7.924873,[967]
214,37.026337,-7.836461,[14593]
215,37.026344,-7.836461999999999,[14592]
216,37.026449,-7.915947,[47158]
217,37.02645,-7.944605999999999,[912]
218,37.026451,-7.944917,[6134]
219,37.026452,-7.944917,[6133]
220,37.026453000000004,-7.944609,[913]
221,37.026562,-7.915780000000001,[986]
222,37.026596000000005,-7.944647,[6127]
223,37.026596999999995,-7.944648,[6128]
224,37.026662,-7.944691000000001,[6130 6131]
225,37.027034,-7.944961,[46925]
226,37.027035999999995,-7.944967,[864]
227,37.027037,-7.944924,[22294]
228,37.027041,-7.9453309999999995,[46924]
229,37.02709,-7.945399,[22292]
230,37.027102,-7.945394,[863]
231,37.027235,-7.931946000000001,[5975]
232,37.027307,-7.9319440000000005,[5974]
233,37.0275,-7.9018369999999996,[48858]
234,37.027527,-7.9461070000000005,[915]
235,37.027531,-7.946105,[914]
236,37.027625,-7.938534,[1103]
237,37.027688,-7.939797,[6197]
238,37.027692,-7.939799000000001,[6198]
239,37.027884,-7.925396000000001,[6015]
240,37.027884,-7.925394,[6016]
241,37.027893,-7.9262820000000005,[1099]
242,37.028107,-7.937305,[6048]
243,37.028109,-7.9373,[6047]
244,37.028312,-7.874956,[47634]
245,37.028319,-7.874915,[47633]
246,37.029029,-7.830812,[47631]
247,37.029063,-7.831651,[14598]
248,37.029063,-7.831641,[14599]
249,37.029395,-7.968364,[857]
250,37.029447,-7.9683600000000006,[858]
251,37.029799,-7.842805,[14610]
252,37.0298,-7.8428070000000005,[14611]
253,37.029816,-7.838725999999999,[14594 14595]
254,37.029826,-7.838755,[14597 14596]
255,37.029837,-7.947735000000001,[49217]
256,37.029915,-7.9241839999999995,[968]
257,37.029999,-7.852053,[47635]
258,37.030122999999996,-7.931549,[955]
259,37.030145000000005,-7.947306,[49243]
260,37.030165999999994,-7.968049000000001,[6216]
261,37.030698,-7.947919000000001,[6172]
262,37.030698,-7.9479169999999995,[6173]
263,37.030858,-7.9475039999999995,[862]
264,37.031213,-7.947760000000001,[861]
265,37.031532,-7.931388,[30020]
266,37.031546,-7.93129,[29988]
267,37.031645000000005,-7.839478999999999,[14609]
268,37.031647,-7.839473,[14608]
269,37.031657,-7.931678999999999,[6219]
270,37.03168,-7.927188,[6150]
271,37.031682,-7.9272100000000005,[6151]
272,37.032293,-7.948664999999999,[969]
273,37.032612,-7.931209,[6147]
274,37.032613,-7.931209,[6148]
275,37.032808,-7.844096,[14605 14604]
276,37.032812,-7.844082000000001,[14602 14603]
277,37.033119,-7.949501,[6177]
278,37.033120000000004,-7.949501,[6176]
279,37.033653,-7.949477000000001,[6174]
280,37.033654,-7.949477000000001,[6175]
281,37.033712,-7.962699000000001,[972]
282,37.033727,-7.840489,[14601]
283,37.033728,-7.8404929999999995,[14600]
284,37.033767,-7.962692999999999,[971]
285,37.033778000000005,-7.962636,[985]
286,37.033793,-7.949432000000001,[950]
287,37.033864,-7.949387,[951]
288,37.033962,-7.949375999999999,[48125]
289,37.034183,-7.831293,[14617]
290,37.034195000000004,-7.831297999999999,[14616]
291,37.034934,-7.9499759999999995,[947]
292,37.034963,-7.9498880000000005,[949]
293,37.035990999999996,-7.833205,[14613]
294,37.035993,-7.833202,[14612]
295,37.037164000000004,-7.923757000000001,[6154 6153]
296,37.037227,-7.831003,[760]
297,37.038923,-7.827926,[47632]
298,37.041901,-7.821636,[763]
299,37.041971000000004,-7.8216220000000005,[764]
300,37.042039,-7.821632000000001,[758]
301,37.043853000000006,-7.859038000000001,[14615]
302,37.048837,-7.952678,[979]
303,37.04933,-7.952049000000001,[852]
304,37.049333000000004,-7.952049000000001,[851]
305,37.058191,-7.962458,[983]
306,37.060412,-8.028566,[45456]
307,37.06043,-8.028366,[45455]
308,37.061051,-8.055959,[729]
309,37.061619,-7.761214,[48911]
310,37.062079,-8.038646,[725]
311,37.062081,-8.038641,[724]
312,37.063201,-7.969832000000001,[944]
313,37.063274,-7.969714999999999,[958]
314,37.063342999999996,-7.9695990000000005,[960]
315,37.063808,-7.7590580000000005,[757]
316,37.063947999999996,-7.758678,[754]
317,37.063973,-7.758774000000001,[753]
318,37.064143,-7.970928,[748]
319,37.064178000000005,-7.970967999999999,[749]
320,37.064419,-8.09113,[2118]
321,37.064425,-8.092207,[2117]
322,37.064494,-8.092009,[10968]
323,37.064495,-8.092025,[10969]
324,37.064665000000005,-7.971625,[746]
325,37.064726,-7.971552,[747]
326,37.064754,-8.09349,[11046]
327,37.064819,-8.090354,[11065]
328,37.064861,-8.092675999999999,[10976 10975]
329,37.064959,-8.090286,[10991]
330,37.065154,-8.093497,[11049]
331,37.065447,-8.098022,[2119]
332,37.065609,-8.095071,[11052]
333,37.065906,-8.096528999999999,[11058]
334,37.065913,-8.096125,[11015]
335,37.066269,-8.088482,[48883]
336,37.066278999999994,-8.824589,[831]
337,37.066282,-8.824484,[832]
338,37.066295000000004,-8.1002,[2109]
339,37.066359000000006,-8.09643,[11055]
340,37.066371000000004,-8.096785,[11018]
341,37.066466,-8.100856,[11037]
342,37.066747,-8.101636,[2108]
343,37.066885,-8.10202,[11007]
344,37.06689,-8.09596,[11001]
345,37.066907,-8.087983,[10985]
346,37.066912,-8.087972,[10986]
347,37.066988,-8.087508999999999,[10981]
348,37.066989,-8.087512,[10982]
349,37.067157,-8.09972,[10998]
350,37.067158,-8.099488000000001,[11024]
351,37.067161999999996,-8.099817,[10972 10973]
352,37.067174,-8.099825,[10970 10971]
353,37.067251,-8.100629,[11036]
354,37.067421,-8.08714,[2111]
355,37.067437,-8.099422,[11040]
356,37.067519,-8.099769,[10932 10933]
357,37.067523,-8.099755,[10930 10931]
358,37.067656,-8.086910000000001,[10958]
359,37.067745,-8.100383,[11019 11020]
360,37.068442,-8.102679,[11087]
361,37.068493,-8.106492999999999,[2107]
362,37.068798,-8.102789,[11043]
363,37.069083,-8.099012,[10966]
364,37.069883000000004,-8.108334,[712]
365,37.069931,-8.108361,[715]
366,37.070116,-8.098827,[11061]
367,37.070130999999996,-8.098816000000001,[11062]
368,37.070268,-8.104695,[10988]
369,37.070388,-8.104444,[11012]
370,37.070479999999996,-8.104883000000001,[10992]
371,37.070519,-8.10799,[11027]
372,37.070628,-8.10466,[11004]
373,37.070692,-8.105512,[10974]
374,37.070840999999994,-8.084295,[713]
375,37.070865000000005,-8.106846,[2110]
376,37.070881,-8.083677,[714]
377,37.070941999999995,-8.105446,[10962 10963]
378,37.070986,-8.105542999999999,[10965 10964]
379,37.071096000000004,-8.084028,[693]
380,37.071255,-8.105558,[10940 10939]
381,37.071259999999995,-8.105575,[10942 10941]
382,37.071434,-8.106595,[10967]
383,37.071504,-8.10771,[10987]
384,37.071618,-8.107228,[10954]
385,37.071659000000004,-8.107023,[10960 10961]
386,37.071765,-8.106616,[10959]
387,37.071818,-8.107661,[10984]
388,37.07183,-8.107283,[10948 10949]
389,37.07184,-8.107289,[10950 10951]
390,37.071881,-8.107503,[10979]
391,37.071892999999996,-8.107511,[10980]
392,37.072155,-8.107763,[10937 10938]
393,37.072454,-8.082723,[47309]
394,37.073298,-8.030319,[727]
395,37.073312,-8.095263000000001,[11068]
396,37.073332,-8.030288,[728]
397,37.073502000000005,-8.107885000000001,[11021]
398,37.073518,-7.734281,[29785]
399,37.073671000000004,-7.733927,[29977]
400,37.073811,-8.107776,[11030]
401,37.073882,-8.030691000000001,[732]
402,37.073903,-8.030603999999999,[734]
403,37.073963,-8.106855,[11033]
404,37.073964000000004,-8.048161,[726]
405,37.07441,-8.117371,[45373 45374]
406,37.074435,-8.117261,[2106]
407,37.074738,-8.107992,[10947 10946]
408,37.074783000000004,-8.06484,[699]
409,37.075077,-8.118454,[20654]
410,37.075109999999995,-8.099784,[11032 11031]
411,37.075134000000006,-8.099698,[11034]
412,37.075137,-8.099688,[11035]
413,37.075171999999995,-8.100019999999999,[2116]
414,37.075226,-8.108319999999999,[10929 10928]
415,37.075722,-8.107591000000001,[10978]
416,37.075722999999996,-8.107594,[10977]
417,37.076426,-8.063884,[710]
418,37.077197999999996,-8.114995,[20630]
419,37.077203000000004,-8.114997,[20629]
420,37.077996999999996,-8.11709,[20651]
421,37.078555,-8.114599,[20652]
422,37.078556,-8.117657000000001,[2105]
423,37.078635999999996,-8.109250999999999,[20666]
424,37.078701,-8.11463,[20663]
425,37.078747,-8.115738,[20607]
426,37.078749,-8.115739,[20608]
427,37.078845,-7.9924029999999995,[48212]
428,37.078894,-7.992537,[48213]
429,37.079054,-8.110439999999999,[20610]
430,37.079062,-8.110441999999999,[20609]
431,37.079315,-8.299244999999999,[656]
432,37.079846,-8.117303999999999,[20648]
433,37.080022,-8.116280999999999,[20660]
434,37.080075,-8.111296000000001,[20615]
435,37.080078,-8.111298,[20614]
436,37.080086,-8.310671000000001,[46938]
437,37.080089,-8.310611999999999,[884]
438,37.080090000000006,-8.310669,[21478]
439,37.080144,-8.116041000000001,[20619]
440,37.080149,-8.11604,[20620]
441,37.080467,-8.118741,[2121]
442,37.080542,-8.030675,[49150]
443,37.080898,-8.116124000000001,[20683]
444,37.080899,-8.116128,[20682]
445,37.081072,-8.117785000000001,[20675]
446,37.081091,-8.669367,[6822]
447,37.081144,-8.116553999999999,[20669]
448,37.081288,-8.036641,[706]
449,37.081424,-8.116734,[20645]
450,37.081443,-8.03635,[681]
451,37.081495000000004,-8.115451,[20672]
452,37.082035,-8.117661,[49321]
453,37.082146,-8.895333,[838]
454,37.082608,-8.118019,[20659]
455,37.082609999999995,-8.11802,[20658]
456,37.082894,-8.111486,[20631]
457,37.082971,-8.118134,[20639]
458,37.083079999999995,-8.310161,[21479]
459,37.083084,-8.310153,[885]
460,37.083242,-8.11766,[20655]
461,37.083242999999996,-8.117663,[20656]
462,37.083431,-8.044949,[11100]
463,37.08363,-8.04473,[11101]
464,37.083927,-8.118748,[45369]
465,37.083940000000005,-8.118756,[45370]
466,37.084012,-8.118492999999999,[20638]
467,37.084075,-8.044874,[671]
468,37.084102,-8.044777,[679]
469,37.084503999999995,-8.022344,[701]
470,37.084503999999995,-8.022342,[670]
471,37.085336,-8.277172,[959]
472,37.085411,-8.277192,[678]
473,37.085556,-8.03002,[11093]
474,37.085664,-8.11972,[20603]
475,37.085668,-8.11972,[20602]
476,37.085817999999996,-8.028471000000001,[10983]
477,37.086028999999996,-8.687461,[6850]
478,37.08603,-8.687458,[6851]
479,37.086036,-8.730306,[6844]
480,37.086038,-8.730305,[6845]
481,37.086095,-8.730253,[6847 6848]
482,37.086401,-7.913512,[976]
483,37.086403000000004,-7.913513000000001,[975]
484,37.086524,-8.246891,[1214]
485,37.086552000000005,-8.038252,[677]
486,37.086558000000004,-8.038167,[683]
487,37.086596,-8.037951,[704]
488,37.086755,-8.030101,[2104]
489,37.086876000000004,-8.037894,[696]
490,37.086886,-8.255497,[1189]
491,37.086907000000004,-8.238824000000001,[890]
492,37.086944,-8.037884,[691]
493,37.086971999999996,-8.247879,[1209]
494,37.086981,-8.238611,[21483]
495,37.086983000000004,-8.238610000000001,[46939]
496,37.087005,-8.037894999999999,[685]
497,37.087057,-8.032062,[11002]
498,37.087065,-8.032089,[11003]
499,37.087073,-8.032119,[11005]
500,37.087078999999996,-8.037923,[676]
501,37.087086,-8.032167,[11006]
502,37.087142,-8.115691,[20626]
503,37.08726,-8.119175,[20634]
504,37.087283,-8.255213000000001,[1194]
505,37.087544,-7.913119,[956]
506,37.087547,-7.913119999999999,[957]
507,37.087569,-7.913345,[973]
508,37.087571999999994,-7.913346000000001,[974]
509,37.087590999999996,-8.271346000000001,[811]
510,37.087633000000004,-8.248682,[887]
511,37.087634,-8.248678,[21481]
512,37.087683,-8.255407,[1010]
513,37.087725,-8.029721,[11009 11008]
514,37.088469,-8.02931,[11094]
515,37.088566,-8.235345,[21438]
516,37.088570000000004,-8.235349000000001,[891]
517,37.088612,-8.11963,[20642]
518,37.088803000000006,-8.228209,[1198]
519,37.088809999999995,-8.228183999999999,[1197]
520,37.088965,-8.681578,[6809]
521,37.088965,-8.681575,[6810]
522,37.089085,-8.221674,[700]
523,37.089103,-8.221476,[689]
524,37.089119000000004,-8.036508999999999,[11095]
525,37.089158000000005,-8.221267,[21439]
526,37.089159,-8.221264999999999,[892]
527,37.089252,-7.989242999999999,[731]
528,37.089293,-8.117898,[20617]
529,37.089294,-8.117896,[20618]
530,37.08934,-8.116275,[20621]
531,37.089627,-8.245702,[1006]
532,37.089676000000004,-8.245637,[1236]
533,37.089721000000004,-8.244377,[1237]
534,37.089731,-8.123432000000001,[20657]
535,37.089756,-8.117754,[20613]
536,37.089757,-8.117753,[20612]
537,37.089762,-8.246627,[1235]
538,37.08982,-8.168548,[874]
539,37.089827,-8.168559,[21469]
540,37.089937,-8.244817,[1003]
541,37.090090999999994,-8.19057,[21474]
542,37.090090999999994,-8.190569,[880]
543,37.090092,-8.190572,[46937]
544,37.090357,-8.123591000000001,[20611]
545,37.090756,-8.245737,[1196]
546,37.090756,-8.245728,[1195]
547,37.090764,-8.116916,[20616]
548,37.090835999999996,-8.245092999999999,[1238]
549,37.091021999999995,-8.243421000000001,[1240]
550,37.091024,-8.241328999999999,[48934]
551,37.091024,-8.241325999999999,[48935]
552,37.091167999999996,-8.241075,[1224]
553,37.091167999999996,-8.241073,[1225]
554,37.091172,-8.22762,[1007]
555,37.091184999999996,-8.240996,[1227]
556,37.091186,-8.240992,[1228]
557,37.091196999999994,-8.681745,[6931]
558,37.09121,-8.681721000000001,[6930]
559,37.091232,-8.222002,[1009]
560,37.091283000000004,-8.254863,[888]
561,37.091308000000005,-8.240611999999999,[1192]
562,37.091308000000005,-8.240606,[1193]
563,37.091331,-8.254875,[21482]
564,37.091346,-8.222076,[1199]
565,37.091352,-8.669985,[6825]
566,37.091353000000005,-8.222069,[1183]
567,37.091355,-8.22207,[1184]
568,37.091402,-8.227717,[1219]
569,37.091438000000004,-8.241017999999999,[1201]
570,37.091439,-8.241021,[1200]
571,37.091467,-8.239794,[1206]
572,37.0916,-8.239192999999998,[1011]
573,37.091605,-8.255024,[1221]
574,37.091607,-8.255025,[1220]
575,37.091654999999996,-8.255037,[1217]
576,37.091671999999996,-8.255038,[1218]
577,37.09169,-8.241019999999999,[1191]
578,37.091692,-8.241017,[1190]
579,37.091722999999995,-8.255037,[1216]
580,37.091729,-8.255038,[1215]
581,37.091806,-7.704907,[19490]
582,37.091809000000005,-7.704905999999999,[19491]
583,37.091887,-8.240286,[1188]
584,37.091903,-8.240283,[1187]
585,37.092017999999996,-8.249195,[1232]
586,37.092407,-8.796599,[837]
587,37.09254,-7.997547999999999,[741]
588,37.09254,-7.997546000000001,[737]
589,37.092587,-8.678884,[6860]
590,37.092587,-8.678882000000002,[6859]
591,37.092715000000005,-8.026244,[688]
592,37.092802,-7.995234,[751]
593,37.092816,-7.995292,[750]
594,37.092826,-8.236267,[21441]
595,37.092828000000004,-8.236259,[894]
596,37.09284,-8.026474,[29925]
597,37.093043,-8.227916,[1229]
598,37.093046,-8.026272,[690]
599,37.093086,-8.121535,[20627]
600,37.093086,-8.121532,[20628]
601,37.093229,-8.121934,[20623]
602,37.09323,-8.12193,[20622]
603,37.09359,-8.674686,[6831]
604,37.093643,-8.192503,[21475]
605,37.093647999999995,-8.192505,[881]
606,37.093737,-8.680247,[6926]
607,37.093738,-8.680249,[6927]
608,37.093748,-8.246651,[1005]
609,37.093856,-8.233197,[48735]
610,37.093946,-8.673202,[6878]
611,37.093947,-8.673200999999999,[6879]
612,37.093989,-8.233061,[1185]
613,37.093993,-8.233077,[1186]
614,37.094033,-8.188689,[21477]
615,37.094033,-8.070264,[707]
616,37.094034,-8.18869,[883]
617,37.094045,-8.070366,[708]
618,37.094052000000005,-8.070461,[709]
619,37.09409,-8.229994,[1202]
620,37.09409,-8.229984,[1203]
621,37.09409,-8.229908,[1207]
622,37.09409,-8.229903,[1208]
623,37.094103000000004,-8.228135,[1226]
624,37.094302,-8.229903,[1211]
625,37.094303000000004,-8.229989,[1213]
626,37.094304,-8.229983,[1212]
627,37.094304,-8.229896,[1210]
628,37.094315,-8.187936,[882]
629,37.094321,-8.18793,[21476]
630,37.094392,-8.248894,[895]
631,37.094392,-8.248892999999999,[21442]
632,37.094459,-8.22837,[893]
633,37.094459,-8.228366000000001,[21440]
634,37.094568,-8.672063,[6828]
635,37.094683,-8.233302,[722]
636,37.094731,-8.233213000000001,[733]
637,37.094768,-8.679658,[6922]
638,37.094769,-8.67966,[6921]
639,37.09483,-8.679703,[6919]
640,37.094831,-8.679704,[6918]
641,37.094972,-8.226329,[1004]
642,37.094993,-7.676842999999999,[19511]
643,37.094998,-7.676842,[19510]
644,37.095103,-8.063737,[735]
645,37.095127000000005,-8.672061,[1181]
646,37.095222,-8.674946,[6849]
647,37.095264,-8.246539,[1014]
648,37.095286,-8.064159,[740]
649,37.095389000000004,-8.673111,[6823]
650,37.095389000000004,-8.673107,[6824]
651,37.095422,-8.228324,[1239]
652,37.095524,-8.675293,[6834]
653,37.095531,-8.672500999999999,[6897]
654,37.095537,-8.673967999999999,[6821]
655,37.095538,-8.673967,[6820]
656,37.095569,-8.670608,[6870]
657,37.095596,-8.669805,[6819]
658,37.095678,-7.692245,[818]
659,37.095679,-7.692246000000001,[819]
660,37.096162,-8.675818,[6894]
661,37.09639,-8.309527000000001,[886]
662,37.096391,-8.686639,[6842]
663,37.096392,-8.30953,[21480]
664,37.096396,-8.686641,[6841]
665,37.096399,-8.681935000000001,[6895]
666,37.0964,-8.681936,[6896]
667,37.096458,-8.686671,[6839]
668,37.096461,-8.686669,[6838]
669,37.096603,-8.228534,[1012]
670,37.09667,-8.673322,[1180]
671,37.097121,-8.676447,[6862]
672,37.097122999999996,-8.676449,[6863]
673,37.097124,-8.674298,[6928]
674,37.097134999999994,-8.674347000000001,[6929]
675,37.097206,-8.674192,[6893]
676,37.097206,-8.674189,[6892]
677,37.097288,-8.172566,[21470]
678,37.097289,-8.172561,[875]
679,37.097355,-8.228519,[21471]
680,37.097357,-8.228518,[876]
681,37.097689,-8.678625,[6837]
682,37.097691999999995,-8.000373,[11076 11075]
683,37.097753999999995,-8.000244,[11078 11079]
684,37.097772,-8.000297,[11081 11082]
685,37.097795,-8.000525999999999,[11073 11072]
686,37.097969,-8.682568,[6925]
687,37.097972999999996,-8.682566,[6924]
688,37.097995000000004,-8.682412,[6898]
689,37.097997,-8.682411,[6899]
690,37.098136,-8.678417999999999,[6900]
691,37.098192,-8.678864,[6826]
692,37.098193,-8.678864,[6827]
693,37.098306,-8.673297999999999,[6877]
694,37.098442,-8.673147,[1174]
695,37.098766,-8.052434,[695]
696,37.098773,-8.052381,[694]
697,37.098843,-8.668830999999999,[6816]
698,37.098996,-8.00652,[47160]
699,37.099173,-8.235591000000001,[1234]
700,37.099174,-8.235586,[1233]
701,37.099189,-8.235505999999999,[1231]
702,37.099189,-8.235502,[1230]
703,37.09938,-8.679679,[929]
704,37.099383,-8.679680000000001,[930]
705,37.09939,-7.664753999999999,[820]
706,37.099482,-8.056173,[11102]
707,37.09955,-8.056280000000001,[11103]
708,37.099643,-8.122432,[20647]
